word,count
", but",13
but non-physical,1
"non-physical ,",1
", activities",1
activities claim,1
claim recognition,1
recognition as,1
as mind,1
mind sports,4
. The,107
The International,2
International Olympic,3
Olympic Committee,3
Committee who,1
who oversee,1
oversee the,1
the Olympic,2
Olympic Games,5
Games recognises,1
recognises both,1
both chess,1
chess and,1
and bridge,1
bridge as,1
. SportAccord,1
"SportAccord ,",1
", the",71
the international,2
international sports,2
sports federation,1
federation association,1
"association ,",1
", recognises",1
recognises five,1
five non-physical,1
non-physical sports,1
sports :,1
: chess,1
"chess ,",1
", bridge",1
"bridge ,",1
", draughts",1
"draughts ,",1
", Go",1
Go and,1
and xiangqi,1
xiangqi .,1
", they",5
they limit,1
limit the,1
the number,1
of mind,3
mind games,1
games which,1
which can,3
can be,10
be admitted,1
admitted as,1
is usually,2
usually governed,1
governed by,2
a set,2
set of,3
of rules,1
rules or,1
or customs,1
"customs ,",1
", which",36
which serve,1
serve to,1
ensure fair,2
fair competition,2
competition .,1
. Winning,1
Winning can,1
be determined,2
determined by,3
by physical,1
physical events,1
events such,2
as scoring,1
scoring goals,1
goals or,1
or crossing,1
crossing a,1
a line,1
line first,1
first .,1
. It,39
It can,2
can also,4
also be,2
by judges,2
judges who,1
who are,1
are scoring,1
scoring elements,1
elements of,2
of the,149
the sporting,2
sporting performance,1
"performance ,",3
", including",13
including objective,1
objective or,2
or subjective,2
subjective measures,1
measures such,1
as technical,1
technical performance,1
performance or,1
or artistic,1
artistic impression,1
impression .,1
. Records,1
Records of,1
of performance,1
performance are,1
are often,3
often kept,1
"kept ,",1
", and",157
and for,2
for popular,2
popular sports,3
"sports ,",10
", this",4
this information,1
information may,1
be widely,1
widely announced,1
announced or,1
or reported,1
reported in,1
in sport,7
sport news,1
news .,1
is also,3
also a,1
a major,5
major source,1
source of,1
of entertainment,1
entertainment for,1
for non-participants,2
"non-participants ,",1
with spectator,1
spectator sport,4
sport drawing,1
drawing large,1
large crowds,1
crowds to,1
to sport,2
sport venues,1
"venues ,",1
and reaching,1
reaching wider,1
wider audiences,1
audiences through,1
through broadcasting,1
broadcasting .,1
Sport betting,1
betting is,1
is in,1
cases severely,1
severely regulated,1
"regulated ,",1
and in,5
in others,2
others integral,1
integral to,1
to the,50
the sport,3
sport .,7
. According,5
According to,5
to A.T.,1
A.T. Kearney,1
"Kearney ,",1
a consultancy,1
"consultancy ,",1
the global,2
global sporting,1
sporting industry,1
industry is,1
is worth,1
worth up,1
up to,5
to $,1
$ 620,1
620 billion,1
billion as,1
as of,1
of 2013,1
2013 .,1
The world,1
world 's,2
's most,3
most accessible,1
accessible and,1
and practised,1
practised sport,1
sport is,3
is running,1
"running ,",2
", while",8
while association,1
association football,3
football is,1
is the,22
the most,10
most popular,2
popular spectator,1
. Meaning,1
Meaning and,1
and usage,1
usage Etymology,1
Etymology The,1
The word,2
word ``,1
`` sport,3
sport '',5
'' comes,1
comes from,2
from the,19
the Old,1
Old French,2
French desport,1
desport meaning,1
meaning ``,4
`` leisure,1
leisure '',1
with the,27
the oldest,2
oldest definition,1
definition in,1
in English,1
English from,1
from around,1
around 1300,1
1300 being,1
being ``,1
`` anything,1
anything humans,1
humans find,1
find amusing,1
amusing or,1
or entertaining,1
entertaining '',1
'' .,16
. Other,8
Other meanings,1
meanings include,1
include gambling,1
gambling and,1
and events,1
events staged,1
staged for,1
for the,13
the purpose,3
purpose of,1
of gambling,2
gambling ;,1
; hunting,1
hunting ;,1
; and,2
and games,1
games and,1
and diversions,1
"diversions ,",1
including ones,1
ones that,1
that require,1
require exercise,1
exercise .,1
. Roget,1
Roget 's,1
's defines,1
defines the,1
the noun,1
noun sport,1
sport as,3
as an,3
an ``,2
`` activity,1
activity engaged,1
engaged in,1
in for,1
for relaxation,1
relaxation and,1
and amusement,1
amusement '',1
'' with,1
with synonyms,1
synonyms including,1
including diversion,1
diversion and,1
and recreation,1
recreation .,1
. Nomenclature,1
Nomenclature The,1
The singular,1
singular term,1
term ``,2
'' is,4
is used,4
used in,6
in most,1
most English,1
English dialects,1
dialects to,1
to describe,3
describe the,1
the overall,1
overall concept,1
concept (,1
( e.g,3
e.g .,3
. ``,5
`` children,1
children taking,1
taking part,2
part in,2
'' ),9
") ,",28
with ``,2
`` sports,2
sports '',3
'' used,1
used to,3
describe multiple,1
multiple activities,1
activities (,1
`` football,1
football and,3
and rugby,3
rugby are,1
are the,2
sports in,1
in England,1
England '',1
) .,27
. American,1
American English,1
English uses,1
uses ``,1
'' for,1
for both,1
both terms,1
terms .,2
. Definition,2
Definition See,1
See also,11
also :,11
: Game,1
Game §,1
§ Definitions,1
Definitions The,1
Committee recognises,1
recognises some,1
some board,1
board games,1
games as,1
including chess,1
chess .,1
. Show,1
Show jumping,1
"jumping ,",1
", an",2
an equestrian,1
equestrian sport,2
sport The,2
The precise,1
precise definition,2
definition of,2
of what,4
what differentiates,1
differentiates a,1
a sport,5
sport from,1
from other,1
other leisure,1
leisure activities,1
activities varies,1
varies between,1
between sources,1
sources .,7
The closest,1
closest to,1
to an,4
an international,2
international agreement,1
agreement on,1
on a,6
a definition,1
definition is,2
is provided,1
provided by,5
by the,44
the Global,1
Global Association,1
Association of,2
of International,1
International Sports,1
Sports Federations,1
Federations (,1
( GAISF,1
GAISF ),1
which is,4
the association,1
association for,1
for all,1
all the,1
the largest,3
largest international,1
sports federations,1
federations (,1
( including,1
including association,1
"football ,",5
", athletics",1
"athletics ,",2
", cycling",1
"cycling ,",2
", tennis",1
"tennis ,",1
", equestrian",1
equestrian sports,1
and more,1
more ),1
and is,4
is therefore,1
therefore the,1
the de,3
de facto,7
facto representative,1
representative of,1
of international,2
international sport,1
. GAISF,1
GAISF uses,1
uses the,1
the following,5
following criteria,1
"criteria ,",1
", determining",1
determining that,1
that a,2
sport should,1
should :,1
: have,1
have an,2
an element,1
element of,3
of competition,2
competition be,1
be in,1
in no,1
no way,1
way harmful,1
harmful to,1
to any,1
any living,1
living creature,1
creature not,1
not rely,2
rely on,8
on equipment,1
equipment provided,1
single supplier,1
supplier (,1
( excluding,1
excluding proprietary,1
proprietary games,1
games such,1
as arena,1
arena football,1
football ),1
) not,1
on any,1
any ``,1
`` luck,1
luck '',1
'' element,1
element specifically,1
specifically designed,1
designed into,1
into the,5
also recognise,1
recognise that,1
that sport,1
sport can,1
be primarily,1
primarily physical,1
physical (,1
( such,7
as rugby,1
rugby or,1
or athletics,1
athletics ),1
", primarily",2
primarily mind,1
mind (,1
as chess,1
chess or,1
or Go,1
Go ),1
", predominantly",1
predominantly motorised,1
motorised (,1
as Formula,1
Formula 1,1
1 or,1
or powerboating,1
powerboating ),1
primarily co-ordination,1
co-ordination (,1
as snooker,1
snooker and,1
and other,11
other cue,1
cue sports,1
sports ),1
or primarily,1
primarily animal-supported,1
animal-supported (,1
as equestrian,1
sport ),1
The inclusion,1
inclusion of,1
sports within,1
within sport,1
sport definitions,1
definitions has,1
has not,1
not been,1
been universally,1
universally accepted,2
"accepted ,",1
", leading",6
leading to,7
to legal,1
legal challenges,1
challenges from,1
from governing,1
governing bodies,3
bodies in,1
in regards,1
regards to,1
to being,1
being denied,1
denied funding,1
funding available,1
available to,1
to sports,1
. Whilst,1
Whilst GAISF,1
GAISF recognises,1
recognises a,1
a small,2
small number,1
", it",10
it is,7
is not,4
not open,1
open to,1
to admitting,1
admitting any,1
any further,1
further mind,1
. There,7
There has,1
has been,18
been an,2
an increase,1
increase in,4
in the,91
the application,1
application of,2
the term,3
'' to,1
to a,11
a wider,1
wider set,1
of non-physical,1
non-physical challenges,1
challenges such,1
as video,1
video games,1
"games ,",2
", also",2
also called,1
called esports,1
esports (,1
( from,1
from ``,1
`` electronic,1
electronic sports,1
", especially",2
especially due,1
due to,4
the large,2
large scale,3
scale of,1
of participation,1
participation and,2
and organised,1
organised competition,1
"competition ,",2
but these,1
these are,2
are not,2
not widely,1
widely recognised,1
recognised by,3
by mainstream,1
mainstream sports,1
sports organisations,1
organisations .,1
to Council,1
", European",4
European Sports,1
Sports Charter,1
"Charter ,",1
", article",1
article 2.i,1
"2.i ,",1
", ``",5
`` 'Sport,1
'Sport ',1
' means,1
means all,1
all forms,2
forms of,5
activity which,1
"which ,",2
", through",1
through casual,1
casual or,1
or organised,1
organised participation,1
"participation ,",2
", aim",1
aim at,2
at expressing,1
expressing or,1
or improving,1
improving physical,1
physical fitness,3
fitness and,1
and mental,1
mental well-being,1
"well-being ,",1
", forming",2
forming social,1
social relationships,1
relationships or,1
or obtaining,1
obtaining results,1
results in,2
in competition,1
competition at,1
at all,1
all levels,1
levels .,1
. '',6
'' Competition,1
Competition Horse,1
Horse racing,1
racing There,1
There are,5
are opposing,1
opposing views,1
views on,1
on the,21
the necessity,1
necessity of,1
competition as,2
as a,32
a defining,1
defining element,1
of a,23
"sport ,",8
with almost,1
almost all,1
all professional,2
professional sports,5
sports involving,1
involving competition,1
and governing,1
bodies requiring,1
requiring competition,1
a prerequisite,1
prerequisite of,1
of recognition,1
recognition by,1
the International,3
Committee (,1
( IOC,1
IOC ),1
) or,1
or GAISF,1
GAISF .,1
Other bodies,1
bodies advocate,1
advocate widening,1
widening the,1
the definition,1
of sport,10
sport to,3
to include,1
include all,2
all physical,1
activity .,1
. For,17
For instance,3
"instance ,",4
Europe include,1
physical exercise,1
"exercise ,",1
including those,1
those competed,1
competed just,1
just for,1
for fun,2
fun .,1
. In,61
In order,2
order to,5
to widen,1
widen participation,1
and reduce,1
reduce the,1
the impact,4
impact of,3
of losing,1
losing on,1
on less,1
less able,1
able participants,1
"participants ,",1
", there",4
there has,2
an introduction,1
introduction of,1
of non-competitive,1
non-competitive physical,1
activity to,1
to traditionally,1
traditionally competitive,1
competitive events,2
as school,1
school sports,1
sports days,1
"days ,",2
", although",1
although moves,1
moves like,1
like this,1
this are,1
often controversial,1
controversial .,1
In competitive,1
"events ,",8
", participants",1
participants are,3
are graded,1
graded or,1
or classified,1
classified based,1
based on,8
on their,1
their ``,1
`` result,1
result '',1
'' and,6
and often,1
often divided,1
divided into,3
into groups,1
groups of,2
of comparable,1
comparable performance,1
", (",1
. gender,1
"gender ,",1
", weight",1
weight and,1
and age,2
age ),1
The measurement,1
measurement of,1
the result,5
result may,1
be objective,1
"subjective ,",1
and corrected,1
corrected with,1
`` handicaps,1
handicaps '',1
or penalties,1
penalties .,1
In a,2
a race,1
"race ,",2
", for",3
for example,5
"example ,",11
the time,4
time to,1
to complete,1
complete the,1
the course,2
course is,1
is an,7
an objective,1
objective measurement,1
measurement .,1
In gymnastics,1
gymnastics or,1
or diving,1
diving the,1
result is,2
is decided,1
decided by,2
a panel,1
panel of,1
of judges,1
"judges ,",1
and therefore,1
therefore subjective,1
subjective .,1
are many,1
many shades,1
shades of,1
of judging,1
judging between,1
between boxing,1
boxing and,1
and mixed,1
mixed martial,1
martial arts,1
"arts ,",1
", where",9
where victory,1
victory is,1
is assigned,1
assigned by,1
judges if,1
if neither,1
neither competitor,1
competitor has,1
has lost,1
lost at,1
at the,15
the end,5
end of,5
the match,1
match time,1
time .,2
. History,13
History Main,2
Main article,17
article :,17
: History,2
History of,5
sport Roman,1
Roman bronze,1
bronze reduction,1
reduction of,1
of Myron,1
Myron 's,1
's Discobolos,1
"Discobolos ,",1
", 2nd",1
2nd century,1
century AD,2
AD Swimmers,1
Swimmers perform,1
perform squats,1
squats as,1
as warm-up,1
warm-up exercise,1
exercise prior,1
prior to,1
to entering,1
entering the,1
the pool,1
pool in,1
a U.S.,2
U.S. military,1
military base,1
"base ,",1
", 2011",1
2011 .,1
. Artifacts,1
Artifacts and,1
and structures,1
structures suggest,1
suggest sport,1
sport in,3
in China,2
China as,3
as early,3
early as,3
as 2000,1
2000 BC,1
BC .,4
. Gymnastics,1
Gymnastics appears,1
appears to,1
to have,4
have been,8
been popular,1
popular in,1
China 's,1
's ancient,1
ancient past,1
past .,8
. Monuments,1
Monuments to,1
the Pharaohs,1
Pharaohs indicate,1
indicate that,2
of sports,5
including swimming,1
swimming and,1
and fishing,1
"fishing ,",1
", were",3
were well-developed,1
well-developed and,1
and regulated,2
regulated several,1
several thousands,1
thousands of,4
of years,2
years ago,10
ago in,1
in ancient,5
ancient Egypt,3
Egypt .,1
Other Egyptian,1
Egyptian sports,1
sports included,1
included javelin,1
javelin throwing,1
"throwing ,",1
", high",1
high jump,1
"jump ,",1
and wrestling,2
wrestling .,2
. Ancient,2
Ancient Persian,1
Persian sports,1
sports such,2
the traditional,2
traditional Iranian,1
Iranian martial,1
martial art,1
art of,1
of Zoorkhaneh,1
Zoorkhaneh had,1
had a,3
a close,1
close connection,1
connection to,1
to warfare,1
warfare skills,1
. Among,2
Among other,1
other sports,2
sports that,2
that originated,2
originated in,1
ancient Persia,1
Persia are,1
are polo,1
polo and,1
and jousting,1
jousting .,1
. Various,2
Various traditional,1
traditional games,1
games of,1
of India,1
India such,1
as Kho,1
Kho kho,1
kho and,1
and Kabbadi,1
Kabbadi have,1
been played,1
played for,1
for thousands,1
years .,4
The kabaddi,1
kabaddi was,1
was played,1
played potentially,1
potentially as,1
a preparation,1
preparation for,1
for hunting,1
hunting .,1
. Motorised,1
Motorised sports,1
sports have,2
have appeared,1
appeared since,1
since the,2
the advent,3
advent of,3
the modern,4
modern age,1
age .,1
A wide,1
wide range,1
range of,1
sports were,2
were already,1
already established,1
established by,1
time of,2
of Ancient,1
Ancient Greece,1
Greece and,1
and the,54
the military,1
military culture,1
culture and,1
the development,5
development of,6
in Greece,1
Greece influenced,1
influenced one,1
one another,1
another considerably,1
considerably .,1
Sport became,1
became such,1
such a,1
a prominent,1
prominent part,1
part of,13
of their,12
their culture,1
culture that,1
that the,13
the Greeks,1
Greeks created,1
created the,1
"Games ,",1
which in,2
ancient times,1
times were,1
were held,2
held every,1
every four,3
four years,3
years in,1
small village,1
village in,1
the Peloponnesus,1
Peloponnesus called,1
called Olympia,1
Olympia .,1
. Sports,5
Sports have,1
been increasingly,1
increasingly organised,1
organised and,1
regulated from,1
the ancient,4
ancient Olympics,1
Olympics up,1
the present,4
present century,1
century .,4
. Industrialisation,1
Industrialisation has,1
has brought,1
brought motorised,1
motorised transportation,1
transportation and,1
and increased,1
increased leisure,1
leisure time,1
"time ,",3
", letting",1
letting people,1
people attend,1
attend and,1
and follow,1
follow spectator,1
spectator sports,1
sports and,2
and participate,1
participate in,3
in athletic,1
athletic activities,1
activities .,2
. These,5
These trends,2
trends continued,1
continued with,1
of mass,3
mass media,3
media and,2
and global,1
global communication,1
communication .,2
. Professionalism,1
Professionalism became,1
became prevalent,1
"prevalent ,",1
", further",1
further adding,1
adding to,1
the increase,1
sport 's,1
's popularity,1
"popularity ,",1
", as",15
sports fans,1
fans followed,1
followed the,2
the exploits,1
exploits of,1
of professional,1
professional athletes,2
athletes –,1
– all,1
all while,1
while enjoying,1
enjoying the,1
the exercise,1
exercise and,1
and competition,1
competition associated,1
associated with,5
with amateur,1
amateur participation,1
participation in,5
in sports,5
. Since,4
Since the,3
the turn,1
turn of,1
the 21st,2
21st century,2
"century ,",12
been increasing,1
increasing debate,1
debate about,1
about whether,1
whether transgender,1
transgender sports,1
sports people,2
people should,1
should be,1
be able,1
able to,3
to participate,2
sport events,1
events that,4
that conform,1
conform with,1
with their,2
their post-transition,1
post-transition gender,1
gender identity,1
identity .,2
. Fair,1
Fair play,1
play Sportsmanship,1
Sportsmanship Main,1
: Sportsmanship,1
Sportsmanship See,1
: Gamesmanship,1
"Gamesmanship ,",1
", Winning",1
Winning is,1
is n't,1
n't everything,1
everything ;,1
; it,2
it 's,1
's the,1
the only,1
only thing,1
"thing ,",1
and Moral,1
Moral development,1
development Sportsmanship,1
Sportsmanship is,1
an attitude,1
attitude that,1
that strives,1
strives for,1
for fair,1
fair play,3
"play ,",3
", courtesy",1
courtesy toward,1
toward teammates,1
teammates and,1
and opponents,1
"opponents ,",1
", ethical",1
ethical behaviour,1
behaviour and,1
and integrity,1
"integrity ,",1
and grace,1
grace in,1
in victory,1
victory or,1
or defeat,1
defeat .,1
. Sportsmanship,1
Sportsmanship expresses,1
expresses an,1
an aspiration,1
aspiration or,1
or ethos,1
ethos that,1
the activity,1
activity will,1
will be,1
be enjoyed,1
enjoyed for,1
for its,4
its own,3
own sake,2
sake .,1
The well-known,1
well-known sentiment,1
sentiment by,1
by sports,1
sports journalist,1
journalist Grantland,1
Grantland Rice,1
"Rice ,",1
", that",6
that it,4
is ``,1
`` not,1
not that,1
that you,1
you won,1
won or,1
or lost,1
lost but,1
but how,1
how you,1
you played,1
played the,1
the game,2
game '',1
modern Olympic,1
Olympic creed,1
creed expressed,1
expressed by,1
by its,1
its founder,1
founder Pierre,1
Pierre de,1
de Coubertin,1
Coubertin :,1
: ``,4
`` The,1
The most,2
most important,2
important thing,1
thing ...,1
... is,1
not winning,1
winning but,1
but taking,1
part '',1
'' are,1
are typical,1
typical expressions,1
expressions of,2
of this,5
this sentiment,1
sentiment .,1
. Cheating,1
Cheating This,1
This section,1
section does,1
does not,2
not cite,1
cite any,1
any sources,1
. Please,1
Please help,1
help improve,1
improve this,1
this section,1
section by,1
by adding,1
adding citations,1
citations to,1
to reliable,1
reliable sources,1
. Unsourced,1
Unsourced material,1
material may,1
be challenged,1
challenged and,1
and removed,1
removed .,1
. (,1
( April,1
April 2024,1
2024 ),1
) (,1
( Learn,1
Learn how,1
how and,1
and when,1
when to,1
to remove,1
remove this,1
this message,1
message ),1
) See,1
: Match,1
Match fixing,1
fixing and,1
and cheating,1
cheating Key,1
Key principles,1
principles of,1
sport include,1
include that,1
result should,1
should not,2
not be,1
be predetermined,1
"predetermined ,",1
and that,2
that both,1
both sides,1
sides should,1
should have,1
have equal,1
equal opportunity,1
opportunity to,1
to win,4
win .,2
. Rules,1
Rules are,1
are in,1
in place,2
place to,1
but participants,1
participants can,1
can break,1
break these,1
these rules,1
rules in,1
in order,3
to gain,2
gain advantage,1
advantage .,1
. Participants,1
Participants may,1
may cheat,1
cheat in,1
to unfairly,1
unfairly increase,1
increase their,2
their chance,1
chance of,1
of winning,1
"winning ,",1
or in,2
to achieve,1
achieve other,1
other advantages,1
advantages such,1
as financial,1
financial gains,1
gains .,1
The widespread,1
widespread existence,1
existence of,2
gambling on,1
the results,2
results of,1
sports events,2
events creates,1
creates a,1
a motivation,1
motivation for,1
for match,1
match fixing,1
"fixing ,",1
where a,3
a participant,1
participant or,1
or participants,1
participants deliberately,1
deliberately work,1
work to,1
ensure a,1
a given,1
given outcome,1
outcome rather,1
rather than,5
than simply,1
simply playing,1
playing to,1
. Doping,1
Doping and,1
and drugs,1
drugs Main,1
: Use,1
Use of,1
of performance-enhancing,1
performance-enhancing drugs,1
drugs in,1
The competitive,1
competitive nature,1
nature of,6
sport encourages,1
encourages some,1
some participants,1
participants to,1
to attempt,1
attempt to,2
to enhance,1
enhance their,1
their performance,1
performance through,1
through the,3
the use,6
use of,8
of medicines,1
"medicines ,",1
or through,1
through other,1
other means,2
means such,1
as increasing,1
increasing the,1
the volume,1
volume of,1
of blood,1
blood in,1
in their,2
their bodies,1
bodies through,1
through artificial,1
artificial means,1
means .,1
. All,2
All sports,1
sports recognised,1
the IOC,2
IOC or,1
or SportAccord,1
SportAccord are,1
are required,1
required to,1
to implement,1
implement a,1
a testing,1
testing programme,1
"programme ,",1
", looking",1
looking for,1
for a,7
a list,1
list of,1
of banned,1
banned drugs,1
"drugs ,",1
with suspensions,1
suspensions or,1
or bans,1
bans being,1
being placed,1
placed on,2
on participants,1
participants who,1
who test,1
test positive,1
positive for,1
for banned,1
banned substances,1
substances .,1
. Violence,1
Violence Violence,1
Violence in,1
sports involves,1
involves crossing,1
crossing the,1
the line,1
line between,1
between fair,1
competition and,1
and intentional,1
intentional aggressive,1
aggressive violence,1
violence .,1
. Athletes,1
"Athletes ,",1
", coaches",1
"coaches ,",1
", fans",1
"fans ,",1
and parents,1
parents sometimes,1
sometimes unleash,1
unleash violent,1
violent behaviour,1
behaviour on,1
on people,1
people or,2
or property,1
"property ,",1
in misguided,1
misguided shows,1
shows of,1
of loyalty,1
"loyalty ,",1
", dominance",1
"dominance ,",1
", anger",1
"anger ,",1
or celebration,1
celebration .,1
. Rioting,1
Rioting or,1
or hooliganism,1
hooliganism by,1
by fans,1
fans in,1
in particular,3
particular is,1
a problem,1
problem at,1
at some,1
some national,1
national and,2
and international,3
international sporting,1
sporting contests,1
contests .,1
. Participation,1
Participation Gender,1
Gender participation,1
participation See,4
: Women,1
Women 's,4
's sports,1
and Women,1
's professional,1
sports International,1
International level,1
level female,1
female athletes,1
athletes at,1
at ISTAF,1
ISTAF Berlin,1
"Berlin ,",2
", 2006",1
2006 Female,1
Female participation,1
sports continues,1
continues to,1
to rise,1
rise alongside,1
alongside the,2
the opportunity,1
opportunity for,1
for involvement,1
involvement and,2
the value,1
value of,3
sports for,1
for child,1
child development,1
development and,1
and physical,1
fitness .,1
. Despite,2
Despite increases,1
increases in,1
in female,1
female participation,1
participation during,1
during the,21
the last,1
last three,1
three decades,1
"decades ,",1
a gap,1
gap persists,1
persists in,1
the enrollment,1
enrollment figures,1
figures between,1
between male,1
male and,1
and female,1
female players,1
players in,1
in sports-related,1
sports-related teams,1
teams .,1
. Female,1
Female players,1
players account,1
account for,1
for 39,1
39 %,1
% of,5
the total,4
total participation,1
in US,1
US interscholastic,1
interscholastic athletics,1
athletics .,1
. Certain,2
Certain sports,1
sports are,3
are mixed-gender,1
"mixed-gender ,",1
", allowing",1
allowing (,1
( or,1
or even,1
even requiring,1
requiring ),1
) men,1
men and,1
and women,1
women to,2
to play,1
play on,1
the same,5
same team,1
team .,1
. One,3
One example,1
example of,2
this is,1
is Baseball5,1
"Baseball5 ,",1
the first,13
first mixed-gender,1
mixed-gender sport,1
been admitted,1
admitted into,1
into an,1
an Olympic,1
Olympic event,1
event .,1
. Youth,2
Youth participation,1
: College,1
College sports,1
sports Youth,1
Youth sport,2
sport presents,1
presents children,1
children with,1
with opportunities,1
opportunities for,1
"fun ,",1
", socialisation",1
"socialisation ,",1
forming peer,1
peer relationships,1
"relationships ,",1
", physical",1
"fitness ,",1
and athletic,1
athletic scholarships,1
scholarships .,1
. Activists,1
Activists for,1
for education,1
education and,1
the war,2
war on,1
on drugs,1
drugs encourage,1
encourage youth,1
youth sport,2
a means,2
means to,2
to increase,2
increase educational,1
educational participation,1
and to,2
to fight,1
fight the,1
the illegal,1
illegal drug,1
drug trade,1
trade .,3
the Center,1
Center for,1
for Injury,1
Injury Research,1
Research and,1
and Policy,1
Policy at,1
at Nationwide,1
Nationwide Children,1
Children 's,1
's Hospital,1
"Hospital ,",1
the biggest,1
biggest risk,1
risk for,1
for youth,1
is death,1
death or,1
or serious,1
serious injury,1
injury including,1
including concussion,1
concussion .,1
These risks,1
risks come,1
come from,1
from running,1
", basketball",1
"basketball ,",1
", association",1
", volleyball",1
"volleyball ,",1
", gridiron",1
"gridiron ,",1
", gymnastics",1
"gymnastics ,",1
and ice,1
ice hockey,1
hockey .,1
the US,6
US is,1
a $,1
$ 15,1
15 billion,1
billion industry,1
industry including,1
including equipment,1
equipment up,1
to private,1
private coaching,1
coaching .,1
. Disabled,2
Disabled participation,1
: Parasports,1
Parasports A,1
A runner,1
runner gives,1
gives a,1
a friendly,1
friendly tap,1
tap on,1
the shoulder,1
shoulder to,1
a wheelchair,1
wheelchair racer,1
racer during,1
the Marathon,1
Marathon International,1
International de,1
de Paris,1
Paris (,1
( Paris,1
Paris Marathon,1
Marathon ),1
) in,2
in 2014,1
2014 .,1
Disabled or,1
or adaptive,1
adaptive sports,1
are played,1
played by,1
by people,1
people with,4
with a,12
a disability,3
"disability ,",2
including physical,1
physical and,1
and intellectual,1
intellectual disabilities,1
disabilities .,1
. As,11
As many,1
many of,3
of these,2
are based,1
on existing,1
existing sports,1
sports modified,1
modified to,2
to meet,1
meet the,1
the needs,1
needs of,1
of people,4
they are,1
are sometimes,1
sometimes referred,1
referred to,3
to as,3
as adapted,1
adapted sports,1
", not",1
not all,1
all disabled,1
disabled sports,1
are adapted,1
adapted ;,1
; several,1
several sports,1
that have,2
been specifically,1
specifically created,1
created for,1
for people,1
disability have,1
have no,1
no equivalent,1
equivalent in,1
in able-bodied,1
able-bodied sports,1
. Older,1
Older participation,1
: Masters,1
Masters athletics,1
", Masters",1
Masters cycling,1
and Masters,1
Masters swimming,1
swimming Masters,1
Masters sport,1
", senior",1
senior sport,1
or veteran,1
veteran sport,1
an age,1
age category,1
category of,1
that usually,1
usually contains,1
contains age,1
age groups,2
of those,1
those 35,1
35 and,1
and older,1
older .,1
It may,1
may concern,1
concern unaltered,1
unaltered or,1
or adapted,1
adapted sport,1
sport activities,1
"activities ,",4
with and,1
and without,1
without competitions,1
competitions .,1
. Competitions,1
Competitions World,1
World Masters,2
Masters Games,2
Games organized,2
organized since,1
since 1985,2
1985 every,1
. European,2
European Masters,1
organized for,1
first time,1
time in,1
in 2008,1
2008 and,1
and then,3
then since,1
since 2011,1
2011 every,1
. Senior,1
Senior Olympics,1
Olympics (,1
( Senior,1
Senior Games,1
Games ),1
) USATF,1
USATF Masters,2
Masters Outdoor,1
Outdoor Championships,1
Championships began,3
began 1968,1
1968 USATF,1
Masters Indoor,1
Indoor Championships,1
began 1975,2
1975 World,1
Masters Athletics,1
Athletics Championships,1
1975 Spectator,1
Spectator involvement,1
involvement Main,1
: Spectator,1
