word,count
may be widely announced,1
be widely announced or,1
widely announced or reported,1
announced or reported in,1
or reported in sport,1
reported in sport news,1
in sport news .,1
sport news . Sport,1
news . Sport is,1
. Sport is also,1
Sport is also a,1
is also a major,1
also a major source,1
a major source of,1
major source of entertainment,1
source of entertainment for,1
of entertainment for non-participants,1
"entertainment for non-participants ,",1
"for non-participants , with",1
"non-participants , with spectator",1
", with spectator sport",1
with spectator sport drawing,1
spectator sport drawing large,1
sport drawing large crowds,1
drawing large crowds to,1
large crowds to sport,1
crowds to sport venues,1
"to sport venues ,",1
"sport venues , and",1
"venues , and reaching",1
", and reaching wider",1
and reaching wider audiences,1
reaching wider audiences through,1
wider audiences through broadcasting,1
audiences through broadcasting .,1
through broadcasting . Sport,1
broadcasting . Sport betting,1
. Sport betting is,1
Sport betting is in,1
betting is in some,1
is in some cases,1
in some cases severely,1
some cases severely regulated,1
"cases severely regulated ,",1
"severely regulated , and",1
"regulated , and in",1
", and in others",1
and in others integral,1
in others integral to,1
others integral to the,1
integral to the sport,1
to the sport .,1
the sport . According,1
sport . According to,1
. According to A.T.,1
According to A.T. Kearney,1
"to A.T. Kearney ,",1
"A.T. Kearney , a",1
"Kearney , a consultancy",1
", a consultancy ,",1
"a consultancy , the",1
"consultancy , the global",1
", the global sporting",1
the global sporting industry,1
global sporting industry is,1
sporting industry is worth,1
industry is worth up,1
is worth up to,1
worth up to $,1
up to $ 620,1
to $ 620 billion,1
$ 620 billion as,1
620 billion as of,1
billion as of 2013,1
as of 2013 .,1
of 2013 . The,1
2013 . The world,1
. The world 's,1
The world 's most,1
world 's most accessible,1
's most accessible and,1
most accessible and practised,1
accessible and practised sport,1
and practised sport is,1
practised sport is running,1
"sport is running ,",1
"is running , while",1
"running , while association",1
", while association football",1
while association football is,1
association football is the,1
football is the most,1
is the most popular,1
the most popular spectator,1
most popular spectator sport,1
popular spectator sport .,1
spectator sport . Meaning,1
sport . Meaning and,1
. Meaning and usage,1
Meaning and usage Etymology,1
and usage Etymology The,1
usage Etymology The word,1
Etymology The word ``,1
The word `` sport,1
word `` sport '',1
`` sport '' comes,1
sport '' comes from,1
'' comes from the,1
comes from the Old,1
from the Old French,1
the Old French desport,1
Old French desport meaning,1
French desport meaning ``,1
desport meaning `` leisure,1
meaning `` leisure '',1
"`` leisure '' ,",1
"leisure '' , with",1
"'' , with the",1
", with the oldest",1
with the oldest definition,1
the oldest definition in,1
oldest definition in English,1
definition in English from,1
in English from around,1
English from around 1300,1
from around 1300 being,1
around 1300 being ``,1
1300 being `` anything,1
being `` anything humans,1
`` anything humans find,1
anything humans find amusing,1
humans find amusing or,1
find amusing or entertaining,1
amusing or entertaining '',1
or entertaining '' .,1
entertaining '' . Other,1
'' . Other meanings,1
. Other meanings include,1
Other meanings include gambling,1
meanings include gambling and,1
include gambling and events,1
gambling and events staged,1
and events staged for,1
events staged for the,1
staged for the purpose,1
for the purpose of,1
the purpose of gambling,1
purpose of gambling ;,1
of gambling ; hunting,1
gambling ; hunting ;,1
; hunting ; and,1
hunting ; and games,1
; and games and,1
and games and diversions,1
"games and diversions ,",1
"and diversions , including",1
"diversions , including ones",1
", including ones that",1
including ones that require,1
ones that require exercise,1
that require exercise .,1
require exercise . Roget,1
exercise . Roget 's,1
. Roget 's defines,1
Roget 's defines the,1
's defines the noun,1
defines the noun sport,1
the noun sport as,1
noun sport as an,1
sport as an ``,1
as an `` activity,1
an `` activity engaged,1
`` activity engaged in,1
activity engaged in for,1
engaged in for relaxation,1
in for relaxation and,1
for relaxation and amusement,1
relaxation and amusement '',1
and amusement '' with,1
amusement '' with synonyms,1
'' with synonyms including,1
with synonyms including diversion,1
synonyms including diversion and,1
including diversion and recreation,1
diversion and recreation .,1
and recreation . Nomenclature,1
recreation . Nomenclature The,1
. Nomenclature The singular,1
Nomenclature The singular term,1
The singular term ``,1
singular term `` sport,1
term `` sport '',2
`` sport '' is,1
sport '' is used,1
'' is used in,1
is used in most,1
used in most English,1
in most English dialects,1
most English dialects to,1
English dialects to describe,1
dialects to describe the,1
to describe the overall,1
describe the overall concept,1
the overall concept (,1
overall concept ( e.g,1
concept ( e.g .,1
( e.g . ``,2
e.g . `` children,1
. `` children taking,1
`` children taking part,1
children taking part in,1
taking part in sport,1
part in sport '',1
in sport '' ),1
"sport '' ) ,",1
"'' ) , with",1
") , with ``",1
", with `` sports",1
with `` sports '',1
`` sports '' used,1
sports '' used to,1
'' used to describe,1
used to describe multiple,1
to describe multiple activities,1
describe multiple activities (,1
multiple activities ( e.g,1
activities ( e.g .,1
e.g . `` football,1
. `` football and,1
`` football and rugby,1
football and rugby are,1
and rugby are the,1
rugby are the most,1
are the most popular,1
the most popular sports,1
most popular sports in,1
popular sports in England,1
sports in England '',1
in England '' ),1
England '' ) .,1
'' ) . American,1
) . American English,1
. American English uses,1
American English uses ``,1
English uses `` sports,1
uses `` sports '',1
`` sports '' for,1
sports '' for both,1
'' for both terms,1
for both terms .,1
both terms . Definition,1
terms . Definition See,1
. Definition See also,1
Definition See also :,1
See also : Game,1
also : Game §,1
: Game § Definitions,1
Game § Definitions The,1
§ Definitions The International,1
Definitions The International Olympic,1
International Olympic Committee recognises,1
Olympic Committee recognises some,1
Committee recognises some board,1
recognises some board games,1
some board games as,1
board games as sports,1
"games as sports ,",1
"as sports , including",1
"sports , including chess",1
", including chess .",1
including chess . Show,1
chess . Show jumping,1
". Show jumping ,",1
"Show jumping , an",1
"jumping , an equestrian",1
", an equestrian sport",1
an equestrian sport The,1
equestrian sport The precise,1
sport The precise definition,1
The precise definition of,1
precise definition of what,1
definition of what differentiates,1
of what differentiates a,1
what differentiates a sport,1
differentiates a sport from,1
a sport from other,1
sport from other leisure,1
from other leisure activities,1
other leisure activities varies,1
leisure activities varies between,1
activities varies between sources,1
varies between sources .,1
between sources . The,1
sources . The closest,1
. The closest to,1
The closest to an,1
closest to an international,1
to an international agreement,1
an international agreement on,1
international agreement on a,1
agreement on a definition,1
on a definition is,1
a definition is provided,1
definition is provided by,1
is provided by the,1
provided by the Global,1
by the Global Association,1
the Global Association of,1
Global Association of International,1
Association of International Sports,1
of International Sports Federations,1
International Sports Federations (,1
Sports Federations ( GAISF,1
Federations ( GAISF ),1
"( GAISF ) ,",1
"GAISF ) , which",1
") , which is",1
", which is the",2
which is the association,1
is the association for,1
the association for all,1
association for all the,1
for all the largest,1
all the largest international,1
the largest international sports,1
largest international sports federations,1
international sports federations (,1
sports federations ( including,1
federations ( including association,1
( including association football,1
"including association football ,",1
"association football , athletics",1
"football , athletics ,",1
", athletics , cycling",1
"athletics , cycling ,",1
", cycling , tennis",1
"cycling , tennis ,",1
", tennis , equestrian",1
"tennis , equestrian sports",1
", equestrian sports ,",1
"equestrian sports , and",1
"sports , and more",1
", and more )",1
"and more ) ,",1
"more ) , and",1
") , and is",1
", and is therefore",1
and is therefore the,1
is therefore the de,1
therefore the de facto,1
the de facto representative,1
de facto representative of,1
facto representative of international,1
representative of international sport,1
of international sport .,1
international sport . GAISF,1
sport . GAISF uses,1
. GAISF uses the,1
GAISF uses the following,1
uses the following criteria,1
"the following criteria ,",1
"following criteria , determining",1
"criteria , determining that",1
", determining that a",1
determining that a sport,1
that a sport should,1
a sport should :,1
sport should : have,1
should : have an,1
: have an element,1
have an element of,1
an element of competition,1
element of competition be,1
of competition be in,1
competition be in no,1
be in no way,1
in no way harmful,1
no way harmful to,1
way harmful to any,1
harmful to any living,1
to any living creature,1
any living creature not,1
living creature not rely,1
creature not rely on,1
not rely on equipment,1
rely on equipment provided,1
on equipment provided by,1
equipment provided by a,1
provided by a single,1
by a single supplier,1
a single supplier (,1
single supplier ( excluding,1
supplier ( excluding proprietary,1
( excluding proprietary games,1
excluding proprietary games such,1
proprietary games such as,1
games such as arena,1
such as arena football,1
as arena football ),1
arena football ) not,1
football ) not rely,1
) not rely on,1
not rely on any,1
rely on any ``,1
on any `` luck,1
any `` luck '',1
`` luck '' element,1
luck '' element specifically,1
'' element specifically designed,1
element specifically designed into,1
specifically designed into the,1
designed into the sport,1
into the sport .,1
the sport . They,1
sport . They also,1
. They also recognise,1
They also recognise that,1
also recognise that sport,1
recognise that sport can,1
that sport can be,1
sport can be primarily,1
can be primarily physical,1
be primarily physical (,1
primarily physical ( such,1
physical ( such as,1
( such as rugby,1
such as rugby or,1
as rugby or athletics,1
rugby or athletics ),1
"or athletics ) ,",1
"athletics ) , primarily",1
") , primarily mind",1
", primarily mind (",1
primarily mind ( such,1
mind ( such as,1
( such as chess,1
such as chess or,1
as chess or Go,1
chess or Go ),1
"or Go ) ,",1
"Go ) , predominantly",1
") , predominantly motorised",1
", predominantly motorised (",1
predominantly motorised ( such,1
motorised ( such as,1
( such as Formula,1
such as Formula 1,1
as Formula 1 or,1
Formula 1 or powerboating,1
1 or powerboating ),1
"or powerboating ) ,",1
"powerboating ) , primarily",1
") , primarily co-ordination",1
", primarily co-ordination (",1
primarily co-ordination ( such,1
co-ordination ( such as,1
( such as snooker,1
such as snooker and,1
as snooker and other,1
snooker and other cue,1
and other cue sports,1
other cue sports ),1
"cue sports ) ,",1
"sports ) , or",1
") , or primarily",1
", or primarily animal-supported",1
or primarily animal-supported (,1
primarily animal-supported ( such,1
animal-supported ( such as,1
( such as equestrian,1
such as equestrian sport,1
as equestrian sport ),1
equestrian sport ) .,1
sport ) . The,1
) . The inclusion,1
. The inclusion of,1
The inclusion of mind,1
inclusion of mind sports,1
of mind sports within,1
mind sports within sport,1
sports within sport definitions,1
within sport definitions has,1
sport definitions has not,1
definitions has not been,1
has not been universally,1
not been universally accepted,1
"been universally accepted ,",1
"universally accepted , leading",1
"accepted , leading to",1
", leading to legal",1
leading to legal challenges,1
to legal challenges from,1
legal challenges from governing,1
challenges from governing bodies,1
from governing bodies in,1
governing bodies in regards,1
bodies in regards to,1
in regards to being,1
regards to being denied,1
to being denied funding,1
being denied funding available,1
denied funding available to,1
funding available to sports,1
available to sports .,1
to sports . Whilst,1
sports . Whilst GAISF,1
. Whilst GAISF recognises,1
Whilst GAISF recognises a,1
GAISF recognises a small,1
recognises a small number,1
a small number of,1
small number of mind,1
number of mind sports,1
"of mind sports ,",1
"mind sports , it",1
"sports , it is",1
", it is not",1
it is not open,1
is not open to,1
not open to admitting,1
open to admitting any,1
to admitting any further,1
admitting any further mind,1
any further mind sports,1
further mind sports .,1
mind sports . There,1
sports . There has,1
. There has been,1
There has been an,1
has been an increase,1
been an increase in,1
an increase in the,1
increase in the application,1
in the application of,1
the application of the,1
application of the term,1
of the term ``,1
the term `` sport,1
`` sport '' to,1
sport '' to a,1
'' to a wider,1
to a wider set,1
a wider set of,1
wider set of non-physical,1
set of non-physical challenges,1
of non-physical challenges such,1
non-physical challenges such as,1
challenges such as video,1
such as video games,1
"as video games ,",1
"video games , also",1
"games , also called",1
", also called esports",1
also called esports (,1
called esports ( from,1
esports ( from ``,1
( from `` electronic,1
from `` electronic sports,1
`` electronic sports '',1
electronic sports '' ),1
"sports '' ) ,",1
"'' ) , especially",1
") , especially due",1
", especially due to",1
especially due to the,1
due to the large,1
to the large scale,1
the large scale of,1
large scale of participation,1
scale of participation and,1
of participation and organised,1
participation and organised competition,1
"and organised competition ,",1
"organised competition , but",1
"competition , but these",1
", but these are",1
but these are not,1
these are not widely,1
are not widely recognised,1
not widely recognised by,1
widely recognised by mainstream,1
recognised by mainstream sports,1
by mainstream sports organisations,1
mainstream sports organisations .,1
sports organisations . According,1
organisations . According to,1
. According to Council,1
According to Council of,1
to Council of Europe,1
"of Europe , European",1
"Europe , European Sports",1
", European Sports Charter",1
"European Sports Charter ,",1
"Sports Charter , article",1
"Charter , article 2.i",1
", article 2.i ,",1
"article 2.i , ``",1
"2.i , `` 'Sport",1
", `` 'Sport '",1
`` 'Sport ' means,1
'Sport ' means all,1
' means all forms,1
means all forms of,1
all forms of physical,2
forms of physical activity,1
of physical activity which,1
"physical activity which ,",1
"activity which , through",1
"which , through casual",1
", through casual or",1
through casual or organised,1
casual or organised participation,1
"or organised participation ,",1
"organised participation , aim",1
"participation , aim at",1
", aim at expressing",1
aim at expressing or,1
at expressing or improving,1
expressing or improving physical,1
or improving physical fitness,1
improving physical fitness and,1
physical fitness and mental,1
fitness and mental well-being,1
"and mental well-being ,",1
"mental well-being , forming",1
"well-being , forming social",1
", forming social relationships",1
forming social relationships or,1
social relationships or obtaining,1
relationships or obtaining results,1
or obtaining results in,1
obtaining results in competition,1
results in competition at,1
in competition at all,1
competition at all levels,1
at all levels .,1
all levels . '',1
levels . '' Competition,1
. '' Competition Horse,1
'' Competition Horse racing,1
Competition Horse racing There,1
Horse racing There are,1
racing There are opposing,1
There are opposing views,1
are opposing views on,1
opposing views on the,1
views on the necessity,1
on the necessity of,1
the necessity of competition,1
necessity of competition as,1
of competition as a,1
competition as a defining,1
as a defining element,1
a defining element of,1
defining element of a,1
element of a sport,1
"of a sport ,",1
"a sport , with",1
"sport , with almost",1
", with almost all",1
with almost all professional,1
almost all professional sports,1
all professional sports involving,1
professional sports involving competition,1
"sports involving competition ,",1
"involving competition , and",1
"competition , and governing",1
", and governing bodies",1
and governing bodies requiring,1
governing bodies requiring competition,1
bodies requiring competition as,1
requiring competition as a,1
competition as a prerequisite,1
as a prerequisite of,1
a prerequisite of recognition,1
prerequisite of recognition by,1
of recognition by the,1
recognition by the International,1
by the International Olympic,1
the International Olympic Committee,1
International Olympic Committee (,1
Olympic Committee ( IOC,1
Committee ( IOC ),1
( IOC ) or,1
IOC ) or GAISF,1
) or GAISF .,1
or GAISF . Other,1
GAISF . Other bodies,1
. Other bodies advocate,1
Other bodies advocate widening,1
bodies advocate widening the,1
advocate widening the definition,1
widening the definition of,1
the definition of sport,1
definition of sport to,1
of sport to include,1
sport to include all,1
to include all physical,1
include all physical activity,1
all physical activity .,1
physical activity . For,1
activity . For instance,1
". For instance ,",3
"For instance , the",2
"instance , the Council",1
", the Council of",1
Council of Europe include,1
of Europe include all,1
Europe include all forms,1
include all forms of,1
forms of physical exercise,1
"of physical exercise ,",1
"physical exercise , including",1
"exercise , including those",1
", including those competed",1
including those competed just,1
those competed just for,1
competed just for fun,1
just for fun .,1
for fun . In,1
fun . In order,1
. In order to,2
In order to widen,1
order to widen participation,1
"to widen participation ,",1
"widen participation , and",1
"participation , and reduce",1
", and reduce the",1
and reduce the impact,1
reduce the impact of,1
the impact of losing,1
impact of losing on,1
of losing on less,1
losing on less able,1
on less able participants,1
"less able participants ,",1
"able participants , there",1
"participants , there has",1
", there has been",2
there has been an,1
has been an introduction,1
been an introduction of,1
an introduction of non-competitive,1
introduction of non-competitive physical,1
of non-competitive physical activity,1
non-competitive physical activity to,1
physical activity to traditionally,1
activity to traditionally competitive,1
to traditionally competitive events,1
traditionally competitive events such,1
competitive events such as,1
events such as school,1
such as school sports,1
as school sports days,1
"school sports days ,",1
"sports days , although",1
"days , although moves",1
", although moves like",1
although moves like this,1
moves like this are,1
like this are often,1
this are often controversial,1
are often controversial .,1
often controversial . In,1
controversial . In competitive,1
. In competitive events,1
"In competitive events ,",1
"competitive events , participants",1
"events , participants are",1
", participants are graded",1
participants are graded or,1
are graded or classified,1
graded or classified based,1
or classified based on,1
classified based on their,1
based on their ``,1
on their `` result,1
their `` result '',1
`` result '' and,1
result '' and often,1
'' and often divided,1
and often divided into,1
often divided into groups,1
divided into groups of,1
into groups of comparable,1
groups of comparable performance,1
"of comparable performance ,",1
"comparable performance , (",1
"performance , ( e.g",1
", ( e.g .",1
( e.g . gender,1
"e.g . gender ,",1
". gender , weight",1
"gender , weight and",1
", weight and age",1
weight and age ),1
and age ) .,1
age ) . The,1
) . The measurement,1
. The measurement of,1
The measurement of the,1
measurement of the result,1
of the result may,1
the result may be,1
result may be objective,1
may be objective or,1
be objective or subjective,1
"objective or subjective ,",1
"or subjective , and",1
"subjective , and corrected",1
", and corrected with",1
and corrected with ``,1
corrected with `` handicaps,1
with `` handicaps '',1
`` handicaps '' or,1
handicaps '' or penalties,1
'' or penalties .,1
or penalties . In,1
penalties . In a,1
. In a race,1
"In a race ,",1
"a race , for",1
"race , for example",1
", for example ,",2
"for example , the",2
"example , the time",1
", the time to",1
the time to complete,1
time to complete the,1
to complete the course,1
complete the course is,1
the course is an,1
course is an objective,1
is an objective measurement,1
an objective measurement .,1
objective measurement . In,1
measurement . In gymnastics,1
. In gymnastics or,1
In gymnastics or diving,1
gymnastics or diving the,1
or diving the result,1
diving the result is,1
the result is decided,1
result is decided by,1
is decided by a,1
decided by a panel,1
by a panel of,1
a panel of judges,1
"panel of judges ,",1
"of judges , and",1
"judges , and therefore",1
", and therefore subjective",1
and therefore subjective .,1
therefore subjective . There,1
subjective . There are,1
. There are many,1
There are many shades,1
are many shades of,1
many shades of judging,1
shades of judging between,1
of judging between boxing,1
judging between boxing and,1
between boxing and mixed,1
boxing and mixed martial,1
and mixed martial arts,1
"mixed martial arts ,",1
"martial arts , where",1
"arts , where victory",1
", where victory is",1
where victory is assigned,1
victory is assigned by,1
is assigned by judges,1
assigned by judges if,1
by judges if neither,1
judges if neither competitor,1
if neither competitor has,1
neither competitor has lost,1
competitor has lost at,1
has lost at the,1
lost at the end,1
at the end of,2
the end of the,3
end of the match,1
of the match time,1
the match time .,1
match time . History,1
time . History Main,1
. History Main article,2
History Main article :,2
Main article : History,2
article : History of,2
: History of sport,1
History of sport Roman,1
of sport Roman bronze,1
sport Roman bronze reduction,1
Roman bronze reduction of,1
bronze reduction of Myron,1
reduction of Myron 's,1
of Myron 's Discobolos,1
"Myron 's Discobolos ,",1
"'s Discobolos , 2nd",1
"Discobolos , 2nd century",1
", 2nd century AD",1
2nd century AD Swimmers,1
century AD Swimmers perform,1
AD Swimmers perform squats,1
Swimmers perform squats as,1
perform squats as warm-up,1
squats as warm-up exercise,1
as warm-up exercise prior,1
warm-up exercise prior to,1
exercise prior to entering,1
prior to entering the,1
to entering the pool,1
entering the pool in,1
the pool in a,1
pool in a U.S.,1
in a U.S. military,1
a U.S. military base,1
"U.S. military base ,",1
"military base , 2011",1
"base , 2011 .",1
", 2011 . Artifacts",1
2011 . Artifacts and,1
. Artifacts and structures,1
Artifacts and structures suggest,1
and structures suggest sport,1
structures suggest sport in,1
suggest sport in China,1
sport in China as,1
in China as early,1
China as early as,1
as early as 2000,1
early as 2000 BC,1
as 2000 BC .,1
2000 BC . Gymnastics,1
BC . Gymnastics appears,1
. Gymnastics appears to,1
Gymnastics appears to have,1
appears to have been,1
to have been popular,1
have been popular in,1
been popular in China,1
popular in China 's,1
in China 's ancient,1
China 's ancient past,1
's ancient past .,1
ancient past . Monuments,1
past . Monuments to,1
. Monuments to the,1
Monuments to the Pharaohs,1
to the Pharaohs indicate,1
the Pharaohs indicate that,1
Pharaohs indicate that a,1
indicate that a number,1
that a number of,1
a number of sports,1
"number of sports ,",1
"of sports , including",1
"sports , including swimming",1
", including swimming and",1
including swimming and fishing,1
"swimming and fishing ,",1
"and fishing , were",1
"fishing , were well-developed",1
", were well-developed and",1
were well-developed and regulated,1
well-developed and regulated several,1
and regulated several thousands,1
regulated several thousands of,1
several thousands of years,1
thousands of years ago,1
of years ago in,1
years ago in ancient,1
ago in ancient Egypt,1
in ancient Egypt .,1
ancient Egypt . Other,1
Egypt . Other Egyptian,1
. Other Egyptian sports,1
Other Egyptian sports included,1
Egyptian sports included javelin,1
sports included javelin throwing,1
"included javelin throwing ,",1
"javelin throwing , high",1
"throwing , high jump",1
", high jump ,",1
"high jump , and",1
"jump , and wrestling",1
", and wrestling .",2
and wrestling . Ancient,1
wrestling . Ancient Persian,1
. Ancient Persian sports,1
Ancient Persian sports such,1
Persian sports such as,1
sports such as the,1
such as the traditional,1
as the traditional Iranian,1
the traditional Iranian martial,1
traditional Iranian martial art,1
Iranian martial art of,1
martial art of Zoorkhaneh,1
art of Zoorkhaneh had,1
of Zoorkhaneh had a,1
Zoorkhaneh had a close,1
had a close connection,1
a close connection to,1
close connection to warfare,1
connection to warfare skills,1
to warfare skills .,1
warfare skills . Among,1
skills . Among other,1
. Among other sports,1
Among other sports that,1
other sports that originated,1
sports that originated in,1
that originated in ancient,1
originated in ancient Persia,1
in ancient Persia are,1
ancient Persia are polo,1
Persia are polo and,1
are polo and jousting,1
polo and jousting .,1
and jousting . Various,1
jousting . Various traditional,1
. Various traditional games,1
Various traditional games of,1
traditional games of India,1
games of India such,1
of India such as,1
India such as Kho,1
such as Kho kho,1
as Kho kho and,1
Kho kho and Kabbadi,1
kho and Kabbadi have,1
and Kabbadi have been,1
Kabbadi have been played,1
have been played for,1
been played for thousands,1
played for thousands of,1
for thousands of years,1
thousands of years .,1
of years . The,1
years . The kabaddi,1
. The kabaddi was,1
The kabaddi was played,1
kabaddi was played potentially,1
was played potentially as,1
played potentially as a,1
potentially as a preparation,1
as a preparation for,1
a preparation for hunting,1
preparation for hunting .,1
for hunting . Motorised,1
hunting . Motorised sports,1
. Motorised sports have,1
Motorised sports have appeared,1
sports have appeared since,1
have appeared since the,1
appeared since the advent,1
since the advent of,1
the advent of the,2
advent of the modern,1
of the modern age,1
