word,count
as a single coherent,1
a single coherent narrative,1
single coherent narrative or,1
coherent narrative or a,1
narrative or a series,1
or a series of,1
a series of competing,1
series of competing narratives,1
of competing narratives this,1
competing narratives this era,1
narratives this era gave,1
this era gave rise,1
era gave rise to,1
gave rise to the,1
rise to the term,1
to the term killing,1
"the term killing fields,",1
"term killing fields, and",1
"killing fields, and the",1
"fields, and the prison",1
and the prison tuol,1
the prison tuol sleng,1
prison tuol sleng became,1
tuol sleng became known,1
sleng became known for,1
became known for its,1
known for its history,1
for its history of,1
its history of mass,1
history of mass killing,1
"of mass killing meanwhile,",1
"mass killing meanwhile, trade",1
"killing meanwhile, trade along",1
"meanwhile, trade along the",1
trade along the trans-saharan,1
along the trans-saharan route,1
the trans-saharan route intensified,1
trans-saharan route intensified thanks,1
route intensified thanks to,1
intensified thanks to advancements,1
thanks to advancements in,1
"to advancements in agriculture,",1
"advancements in agriculture, surplus",1
"in agriculture, surplus food",1
"agriculture, surplus food allowed",1
surplus food allowed these,1
food allowed these civilizations,1
allowed these civilizations to,1
these civilizations to support,1
civilizations to support larger,1
"to support larger populations,",1
"support larger populations, accompanied",1
"larger populations, accompanied by",1
"populations, accompanied by urbanization,",1
"accompanied by urbanization, the",1
"by urbanization, the establishment",1
"urbanization, the establishment of",1
the establishment of trade,1
"establishment of trade networks,",1
"of trade networks, and",1
"trade networks, and the",1
"networks, and the emergence",1
and the emergence of,1
the emergence of regional,1
emergence of regional empires,1
of regional empires the,1
regional empires the nature,1
empires the nature of,1
the nature of the,1
nature of the past,1
"of the past itself,",1
"the past itself, by",1
"past itself, by contrast,",1
"itself, by contrast, is",1
"by contrast, is static",1
"contrast, is static and",1
is static and unchangeable,1
static and unchangeable journalists,1
and unchangeable journalists covering,1
unchangeable journalists covering a,1
journalists covering a protest,1
covering a protest over,1
a protest over disputed,1
protest over disputed election,1
over disputed election results,1
disputed election results in,1
election results in phnom,1
results in phnom penh,1
in phnom penh on,2
phnom penh on 22,1
penh on 22 september,1
on 22 september 2013,1
22 september 2013 say,1
september 2013 say they,1
2013 say they were,1
say they were deliberately,1
they were deliberately attacked,1
were deliberately attacked by,1
deliberately attacked by police,1
attacked by police and,1
by police and men,1
police and men in,1
and men in plain,1
"men in plain clothes,",1
"in plain clothes, with",1
"plain clothes, with slingshots",1
"clothes, with slingshots and",1
with slingshots and stun,1
slingshots and stun guns,1
and stun guns with,1
stun guns with the,1
"guns with the renaissance,",1
"with the renaissance, older",1
"the renaissance, older senses",1
"renaissance, older senses of",1
older senses of the,1
senses of the word,1
of the word were,1
"the word were revived,",1
"word were revived, and",1
"were revived, and it",1
"revived, and it was",1
and it was in,1
it was in the,1
was in the greek,1
in the greek sense,1
the greek sense that,1
greek sense that francis,1
sense that francis bacon,1
that francis bacon used,1
francis bacon used the,1
bacon used the term,1
used the term in,1
the term in the,1
term in the late,1
in the late 16th,1
"the late 16th century,",1
"late 16th century, when",1
"16th century, when he",1
"century, when he wrote",1
when he wrote about,1
he wrote about natural,1
wrote about natural history,1
about natural history other,1
natural history other definitions,1
history other definitions see,1
other definitions see social,1
definitions see social history,1
see social history as,1
social history as the,1
history as the study,1
as the study of,2
the study of social,1
"study of social problems,",1
"of social problems, like",1
"social problems, like poverty,",1
"problems, like poverty, disease,",1
"like poverty, disease, and",1
"poverty, disease, and crime,",1
"disease, and crime, or",1
"and crime, or take",1
"crime, or take a",1
or take a broader,1
take a broader perspective,1
a broader perspective by,1
broader perspective by examining,1
perspective by examining how,1
by examining how whole,1
examining how whole societies,1
how whole societies developed,1
whole societies developed it,1
societies developed it is,1
developed it is possible,1
it is possible for,1
is possible for historians,1
possible for historians to,1
for historians to concern,1
historians to concern themselves,1
to concern themselves with,1
concern themselves with both,1
themselves with both the,1
with both the very,1
both the very specific,1
the very specific and,1
very specific and the,1
specific and the very,1
"and the very general,",1
"the very general, though",1
"very general, though the",1
"general, though the trend",1
though the trend has,1
the trend has been,1
trend has been toward,1
has been toward specialization,1
been toward specialization for,1
"toward specialization for example,",1
"specialization for example, the",1
"for example, the three-age",1
"example, the three-age system",1
the three-age system divides,1
three-age system divides early,1
system divides early human,1
divides early human history,1
early human history into,1
human history into stone,1
"history into stone age,",1
"into stone age, bronze",1
"stone age, bronze age,",1
"age, bronze age, and",1
"bronze age, and iron",1
"age, and iron age",1
and iron age based,1
iron age based on,1
age based on the,1
based on the predominant,1
on the predominant materials,1
the predominant materials and,1
predominant materials and technologies,1
materials and technologies during,1
and technologies during these,1
technologies during these periods,1
during these periods donors,1
these periods donors pledged,1
periods donors pledged $504,1
donors pledged $504 million,1
pledged $504 million to,1
$504 million to the,1
million to the country,1
to the country in,1
"the country in 2004,",2
"country in 2004, while",1
"in 2004, while the",1
"2004, while the asian",1
while the asian development,1
the asian development bank,2
asian development bank alone,1
development bank alone has,1
bank alone has provided,1
alone has provided $850,1
has provided $850 million,1
provided $850 million in,1
"$850 million in loans,",1
"million in loans, grants,",1
"in loans, grants, and",1
"loans, grants, and technical",1
"grants, and technical assistance'",1
and technical assistance' cambodia,1
technical assistance' cambodia signed,1
assistance' cambodia signed the,1
cambodia signed the un,1
signed the un treaty,1
the un treaty on,1
un treaty on the,1
treaty on the prohibition,1
on the prohibition of,1
the prohibition of nuclear,1
prohibition of nuclear weapons,1
of nuclear weapons most,1
nuclear weapons most sports,1
weapons most sports take,1
most sports take place,1
sports take place either,1
take place either in,1
place either in teams,1
either in teams or,1
in teams or competing,1
teams or competing as,1
or competing as individuals2%,1
competing as individuals2% of,1
as individuals2% of women),1
individuals2% of women) like,1
of women) like social,1
"women) like social scientists,",1
"like social scientists, historians",1
"social scientists, historians formulate",1
"scientists, historians formulate hypotheses,",1
"historians formulate hypotheses, gather",1
"formulate hypotheses, gather objective",1
"hypotheses, gather objective evidence,",1
"gather objective evidence, and",1
"objective evidence, and present",1
"evidence, and present arguments",1
and present arguments based,1
present arguments based on,1
arguments based on this,1
based on this evidence,1
on this evidence history,1
this evidence history further,1
evidence history further examines,1
history further examines the,1
further examines the meaning,1
examines the meaning of,1
the meaning of historical,1
meaning of historical events,1
of historical events and,1
historical events and the,1
events and the underlying,1
and the underlying human,1
the underlying human motives,1
underlying human motives driving,1
human motives driving them,1
motives driving them legislative,1
driving them legislative powers,1
them legislative powers are,1
legislative powers are shared,1
powers are shared by,1
are shared by the,1
shared by the executive,1
by the executive and,1
the executive and the,1
executive and the bicameral,1
and the bicameral parliament,1
the bicameral parliament of,1
bicameral parliament of cambodia,1
"parliament of cambodia (សភាតំណាងរាស្ត្រ,",1
"of cambodia (សភាតំណាងរាស្ត្រ, sâphéa",1
"cambodia (សភាតំណាងរាស្ត្រ, sâphéa tâmnang",1
"(សភាតំណាងរាស្ត្រ, sâphéa tâmnang réastrâ),",1
"sâphéa tâmnang réastrâ), which",1
"tâmnang réastrâ), which consists",1
"réastrâ), which consists of",1
which consists of a,1
consists of a lower,1
"of a lower house,",1
"a lower house, the",1
"lower house, the national",1
"house, the national assembly",1
"the national assembly (រដ្ឋសភា,",1
"national assembly (រដ្ឋសភា, rôdthâsâphéa)",1
"assembly (រដ្ឋសភា, rôdthâsâphéa) and",1
"(រដ្ឋសភា, rôdthâsâphéa) and an",1
rôdthâsâphéa) and an upper,1
"and an upper house,",1
"an upper house, the",1
"upper house, the senate",1
"house, the senate (ព្រឹទ្ធសភា,",1
"the senate (ព្រឹទ្ធសភា, prœ̆tthôsâphéa)",1
"senate (ព្រឹទ្ធសភា, prœ̆tthôsâphéa) in",1
"(ព្រឹទ្ធសភា, prœ̆tthôsâphéa) in the",1
prœ̆tthôsâphéa) in the first,1
in the first half,1
the first half of,1
"first half of 2013,",1
"half of 2013, the",1
"of 2013, the garment",1
"2013, the garment industry",1
the garment industry reported,1
garment industry reported exports,1
industry reported exports worth,1
reported exports worth $1,1
exports worth $1 the,1
worth $1 the directive,1
$1 the directive cited,1
the directive cited the,1
directive cited the fact,1
cited the fact that,1
"the fact that ""some",1
"fact that ""some foreigners",1
"that ""some foreigners have",1
"""some foreigners have used",1
foreigners have used this,1
have used this form,1
used this form of,1
this form of gambling,1
form of gambling to,1
of gambling to cheat,1
gambling to cheat victims,1
to cheat victims inside,1
cheat victims inside and,1
victims inside and outside,1
inside and outside the,1
"and outside the country""",1
"outside the country"" as",1
"the country"" as justifying",1
"country"" as justifying the",1
as justifying the new,1
justifying the new policy,1
the new policy rank,1
new policy rank name,1
policy rank name province,1
rank name province pop,2
name province pop the,1
province pop the english,1
pop the english cambodia,1
the english cambodia is,1
english cambodia is an,1
cambodia is an anglicisation,1
is an anglicisation of,1
an anglicisation of the,1
anglicisation of the french,1
"of the french cambodge,",1
"the french cambodge, which",1
"french cambodge, which in",1
"cambodge, which in turn",1
which in turn is,1
in turn is the,1
turn is the french,1
is the french transliteration,1
the french transliteration of,1
french transliteration of the,1
transliteration of the khmer,1
of the khmer កម្ពុជា,1
"the khmer កម្ពុជា (kâmpŭchéa,",1
"khmer កម្ពុជា (kâmpŭchéa, pronounced",1
"កម្ពុជា (kâmpŭchéa, pronounced [kampuciə])",1
"(kâmpŭchéa, pronounced [kampuciə]) others",1
pronounced [kampuciə]) others some,1
[kampuciə]) others some branches,1
others some branches of,1
some branches of history,1
branches of history are,2
of history are characterized,1
history are characterized by,1
are characterized by the,1
characterized by the methods,1
by the methods they,1
"the methods they employ,",1
"methods they employ, such",1
"they employ, such as",1
"employ, such as quantitative",1
such as quantitative history,1
as quantitative history and,1
quantitative history and digital,1
"history and digital history,",1
"and digital history, which",1
"digital history, which rely",1
"history, which rely on",1
which rely on quantitative,1
rely on quantitative methods,1
on quantitative methods and,1
quantitative methods and digital,1
methods and digital media,1
and digital media the,1
digital media the annales,1
media the annales school,1
the annales school highlights,1
annales school highlights long-term,1
school highlights long-term social,1
highlights long-term social and,1
long-term social and economic,1
social and economic trends,1
and economic trends while,1
economic trends while relying,1
trends while relying on,1
while relying on quantitative,1
relying on quantitative and,1
on quantitative and interdisciplinary,1
quantitative and interdisciplinary methods,1
and interdisciplinary methods the,1
interdisciplinary methods the lines,1
methods the lines run,1
the lines run from,1
lines run from the,1
run from the capital,1
from the capital to,1
the capital to sihanoukville,1
capital to sihanoukville on,1
to sihanoukville on the,1
sihanoukville on the southern,1
on the southern coast,1
the southern coast in,1
southern coast in recent,1
coast in recent years,1
in recent years the,1
recent years the use,1
years the use of,1
the use of sport,1
use of sport to,1
of sport to reduce,1
"sport to reduce crime,",1
"to reduce crime, as",1
"reduce crime, as well",1
"crime, as well as",1
as well as to,1
well as to prevent,1
as to prevent violent,1
to prevent violent extremism,1
prevent violent extremism and,1
"violent extremism and radicalization,",1
"extremism and radicalization, has",1
"and radicalization, has become",1
"radicalization, has become more",1
"has become more widespread,",1
"become more widespread, especially",1
"more widespread, especially as",1
"widespread, especially as a",1
especially as a tool,1
as a tool to,1
a tool to improve,1
"tool to improve self-esteem,",1
"to improve self-esteem, enhance",1
"improve self-esteem, enhance social",1
"self-esteem, enhance social bonds",1
enhance social bonds and,1
social bonds and provide,1
bonds and provide participants,1
and provide participants with,1
provide participants with a,1
participants with a feeling,1
with a feeling of,1
a feeling of purpose,1
feeling of purpose ethnic,1
of purpose ethnic groups,1
purpose ethnic groups further,1
ethnic groups further information:,1
groups further information: ethnic,1
further information: ethnic groups,1
information: ethnic groups in,1
ethnic groups in cambodia,1
groups in cambodia an,1
in cambodia an ethnic,1
cambodia an ethnic map,1
an ethnic map of,1
ethnic map of cambodia,1
map of cambodia the,1
of cambodia the vast,1
cambodia the vast majority,1
the vast majority of,1
vast majority of cambodia's,1
majority of cambodia's population,1
of cambodia's population is,1
cambodia's population is of,1
population is of ethnic,1
is of ethnic khmer,1
of ethnic khmer origin,1
ethnic khmer origin (95,1
khmer origin (95 the,1
origin (95 the education,1
(95 the education system,1
the education system in,1
education system in cambodia,1
system in cambodia continues,1
in cambodia continues to,1
cambodia continues to face,1
continues to face many,1
"to face many challenges,",1
"face many challenges, but",1
"many challenges, but during",1
"challenges, but during the",1
but during the past,1
"during the past years,",1
"the past years, there",1
"past years, there have",1
"years, there have been",1
there have been significant,1
"have been significant improvements,",1
"been significant improvements, especially",1
"significant improvements, especially in",1
"improvements, especially in terms",1
especially in terms of,1
in terms of primary,1
terms of primary net,1
of primary net enrolment,1
"primary net enrolment gains,",1
"net enrolment gains, the",1
"enrolment gains, the introduction",1
"gains, the introduction of",1
the introduction of program,1
"introduction of program based-budgeting,",1
"of program based-budgeting, and",1
"program based-budgeting, and the",1
"based-budgeting, and the development",1
and the development of,3
the development of a,1
development of a policy,1
of a policy framework,1
a policy framework which,1
policy framework which helps,1
framework which helps disadvantaged,1
which helps disadvantaged children,1
helps disadvantaged children to,1
disadvantaged children to gain,1
children to gain access,1
to gain access to,1
gain access to education,1
access to education academic,1
to education academic historians,1
education academic historians have,1
academic historians have often,1
historians have often fought,1
have often fought against,1
often fought against the,1
fought against the politicization,1
against the politicization of,1
the politicization of the,1
"politicization of the textbooks,",1
"of the textbooks, sometimes",1
"the textbooks, sometimes with",1
"textbooks, sometimes with success",1
sometimes with success another,1
with success another methodological,1
success another methodological tool,1
another methodological tool is,1
methodological tool is the,1
tool is the examination,1
is the examination of,1
"the examination of silences,",1
"examination of silences, gaps",1
"of silences, gaps or",1
"silences, gaps or omissions",1
gaps or omissions in,1
or omissions in the,1
omissions in the historical,1
in the historical record,1
the historical record of,1
historical record of events,1
record of events that,1
of events that occurred,1
events that occurred but,1
that occurred but did,1
occurred but did not,1
but did not leave,1
did not leave significant,1
not leave significant evidential,1
leave significant evidential traces,1
significant evidential traces a,1
evidential traces a related,1
traces a related perspective,1
a related perspective focuses,1
related perspective focuses on,1
perspective focuses on a,1
focuses on a general,1
on a general understanding,1
a general understanding of,1
general understanding of the,1
understanding of the human,1
"of the human condition,",1
"the human condition, making",1
"human condition, making people",1
"condition, making people aware",1
making people aware of,1
people aware of the,1
aware of the diversity,1
of the diversity of,1
the diversity of human,1
diversity of human behaviour,1
of human behaviour across,1
human behaviour across different,1
behaviour across different contexts—similar,1
across different contexts—similar to,1
different contexts—similar to what,1
contexts—similar to what one,1
to what one can,1
what one can learn,1
one can learn by,1
can learn by visiting,1
learn by visiting foreign,1
by visiting foreign countries,1
visiting foreign countries pol,1
foreign countries pol pot,1
countries pol pot was,1
pol pot was determined,1
pot was determined to,1
was determined to keep,1
determined to keep his,1
to keep his power,1
keep his power and,1
his power and disenfranchise,1
power and disenfranchise any,1
and disenfranchise any enemies,1
disenfranchise any enemies or,1
any enemies or potential,1
"enemies or potential threats,",1
"or potential threats, and",1
"potential threats, and thus",1
"threats, and thus increased",1
and thus increased his,1
thus increased his violent,1
increased his violent and,1
his violent and aggressive,1
violent and aggressive actions,1
and aggressive actions against,1
aggressive actions against his,1
actions against his people,1
against his people they,1
his people they and,1
people they and their,1
they and their followers,1
and their followers instituted,1
their followers instituted the,1
followers instituted the cult,1
instituted the cult of,1
the cult of the,1
cult of the god-king,1
of the god-king and,1
the god-king and began,1
god-king and began a,1
and began a series,1
began a series of,1
a series of conquests,1
series of conquests that,1
of conquests that formed,1
conquests that formed an,1
that formed an empire,1
formed an empire which,1
an empire which flourished,1
empire which flourished in,1
which flourished in the,1
flourished in the area,1
in the area from,1
the area from the,1
area from the 9th,1
from the 9th to,1
the 9th to the,1
9th to the 15th,1
to the 15th centuries,1
the 15th centuries a,1
15th centuries a map,1
centuries a map of,1
a map of indochina,1
map of indochina in,1
of indochina in 1760,1
indochina in 1760 the,1
in 1760 the hill,1
1760 the hill tribe,1
the hill tribe people,1
hill tribe people were,1
"tribe people were ""hunted",1
"people were ""hunted incessantly",1
"were ""hunted incessantly and",1
"""hunted incessantly and carried",1
incessantly and carried off,1
and carried off as,1
carried off as slaves,1
off as slaves by,1
as slaves by the,1
slaves by the siamese,1
"by the siamese (thai),",1
"the siamese (thai), the",1
"siamese (thai), the annamites",1
"(thai), the annamites (vietnamese),",1
"the annamites (vietnamese), and",1
"annamites (vietnamese), and the",1
"(vietnamese), and the cambodians""",1
"and the cambodians"" others",1
"the cambodians"" others focus",1
"cambodians"" others focus on",1
others focus on broad,1
focus on broad territories,1
on broad territories that,1
broad territories that encompass,1
territories that encompass entire,1
"that encompass entire continents,",1
"encompass entire continents, like",1
"entire continents, like the",1
"continents, like the histories",1
like the histories of,1
"the histories of africa,",1
"histories of africa, asia,",1
"of africa, asia, europe,",1
"africa, asia, europe, the",1
"asia, europe, the americas,",1
"europe, the americas, and",1
"the americas, and oceania",1
"americas, and oceania in",1
and oceania in the,1
"oceania in the 2010s,",1
"in the 2010s, the",1
"the 2010s, the cambodian",1
"2010s, the cambodian government",1
the cambodian government and,1
cambodian government and educational,1
government and educational system,1
and educational system has,1
educational system has increased,1
system has increased its,1
has increased its involvement,1
increased its involvement and,1
its involvement and co-operation,1
involvement and co-operation with,1
and co-operation with both,1
co-operation with both national,1
with both national and,1
both national and international,1
national and international environmental,1
and international environmental groups,1
international environmental groups main,1
environmental groups main article:,1
groups main article: religion,1
main article: religion in,1
article: religion in cambodia,1
religion in cambodia theravada,1
in cambodia theravada buddhism,1
cambodia theravada buddhism is,1
theravada buddhism is the,1
buddhism is the official,1
is the official religion,1
the official religion of,1
"official religion of cambodia,",1
"religion of cambodia, practised",1
"of cambodia, practised by",1
"cambodia, practised by more",1
practised by more than,1
by more than 95,1
more than 95 per,1
than 95 per cent,1
95 per cent of,1
per cent of the,3
cent of the population,1
of the population with,1
the population with an,1
population with an estimated,1
"with an estimated 4,392",1
"an estimated 4,392 monastery",1
"estimated 4,392 monastery temples",1
"4,392 monastery temples throughout",1
monastery temples throughout the,1
temples throughout the country,1
throughout the country the,1
the country the prime,1
country the prime minister,1
the prime minister and,1
prime minister and the,1
minister and the ministerial,1
and the ministerial appointees,1
the ministerial appointees exercise,1
ministerial appointees exercise executive,1
appointees exercise executive power,1
exercise executive power coedes,1
executive power coedes suggests,1
power coedes suggests that,1
coedes suggests that the,1
suggests that the kambu,1
that the kambu swayambhuva,1
the kambu swayambhuva legend,1
kambu swayambhuva legend has,1
swayambhuva legend has its,1
legend has its origins,1
has its origins in,1
its origins in southern,1
"origins in southern india,",1
"in southern india, as",1
"southern india, as a",1
"india, as a version",1
as a version of,1
a version of the,1
version of the kanchi,1
of the kanchi pallava,1
the kanchi pallava dynasty,1
kanchi pallava dynasty creation,1
pallava dynasty creation myth,1
dynasty creation myth the,1
creation myth the medieval,1
myth the medieval period,1
the medieval period began,1
medieval period began with,1
period began with the,1
began with the fall,1
with the fall of,1
the fall of the,1
fall of the western,1
of the western roman,1
the western roman empire,1
western roman empire in,1
roman empire in the,1
empire in the 5th,1
in the 5th century,1
the 5th century ce,1
5th century ce and,1
century ce and was,1
ce and was marked,1
and was marked by,1
was marked by the,1
marked by the spread,1
by the spread of,1
the spread of christianity,1
spread of christianity until,1
of christianity until recently,1
christianity until recently the,1
until recently the gaa,1
recently the gaa continued,1
the gaa continued to,1
gaa continued to ban,1
continued to ban the,1
to ban the playing,1
ban the playing of,1
the playing of football,1
playing of football and,1
of football and rugby,1
football and rugby union,1
and rugby union at,1
rugby union at gaelic,1
union at gaelic venuest,1
at gaelic venuest cambodia,1
gaelic venuest cambodia is,1
venuest cambodia is divided,1
cambodia is divided into,1
is divided into 25,1
divided into 25 provinces,1
into 25 provinces including,1
25 provinces including the,1
provinces including the autonomous,1
including the autonomous municipality,1
"the autonomous municipality thirdly,",1
"autonomous municipality thirdly, it",1
"municipality thirdly, it may",1
"thirdly, it may refer",1
it may refer to,1
may refer to why,1
refer to why history,1
to why history is,1
why history is produced:,1
history is produced: the,1
is produced: the philosophy,1
produced: the philosophy of,1
the philosophy of history,1
philosophy of history bribes,1
of history bribes are,1
history bribes are often,1
bribes are often demanded,1
are often demanded from,1
often demanded from companies,1
demanded from companies operating,1
from companies operating in,1
companies operating in cambodia,1
operating in cambodia when,1
in cambodia when obtaining,1
cambodia when obtaining licences,1
when obtaining licences and,1
"obtaining licences and permits,",1
"licences and permits, such",1
"and permits, such as",1
"permits, such as construction-related",1
such as construction-related permits,1
as construction-related permits archaeological,1
construction-related permits archaeological records,1
permits archaeological records for,1
archaeological records for the,1
records for the period,1
for the period between,1
the period between the,1
period between the holocene,1
between the holocene and,1
the holocene and iron,1
holocene and iron age,1
and iron age remain,1
iron age remain equally,1
age remain equally limited,1
remain equally limited politics,1
equally limited politics main,1
limited politics main articles:,1
politics main articles: politics,1
main articles: politics of,1
articles: politics of cambodia,1
politics of cambodia and,1
of cambodia and list,1
cambodia and list of,1
and list of political,1
list of political parties,1
of political parties in,1
political parties in cambodia,1
parties in cambodia government,1
in cambodia government norodom,1
"cambodia government norodom sihamoni,",1
"government norodom sihamoni, king",1
"norodom sihamoni, king of",1
"sihamoni, king of cambodia",1
king of cambodia national,1
of cambodia national politics,1
cambodia national politics in,1
national politics in cambodia,1
politics in cambodia take,1
in cambodia take place,1
cambodia take place within,1
take place within the,1
place within the framework,1
within the framework of,1
the framework of the,1
framework of the nation's,1
of the nation's constitution,1
the nation's constitution of,1
nation's constitution of 1993,1
constitution of 1993 operation,1
of 1993 operation eagle,1
1993 operation eagle pull,1
operation eagle pull khmer,1
eagle pull khmer rouge,1
pull khmer rouge rebels,1
khmer rouge rebels began,1
rouge rebels began using,1
rebels began using him,1
began using him to,1
using him to gain,1
him to gain support,1
to gain support the,1
gain support the cuisine,1
support the cuisine is,1
the cuisine is relatively,1
cuisine is relatively unknown,1
is relatively unknown to,1
relatively unknown to the,1
unknown to the world,1
to the world compared,1
the world compared to,1
world compared to that,1
compared to that of,1
to that of its,1
that of its neighbours,1
of its neighbours thailand,1
its neighbours thailand and,1
neighbours thailand and vietnam,1
thailand and vietnam when,1
and vietnam when apartheid,1
vietnam when apartheid was,1
when apartheid was the,1
apartheid was the official,1
was the official policy,1
the official policy in,1
official policy in south,1
"policy in south africa,",1
"in south africa, many",1
"south africa, many sports",1
"africa, many sports people,",1
"many sports people, particularly",1
"sports people, particularly in",1
"people, particularly in rugby",1
"particularly in rugby union,",1
"in rugby union, adopted",1
"rugby union, adopted the",1
"union, adopted the conscientious",1
adopted the conscientious approach,1
the conscientious approach that,1
conscientious approach that they,1
approach that they should,1
that they should not,1
they should not appear,1
should not appear in,1
not appear in competitive,1
appear in competitive sports,1
in competitive sports there,1
competitive sports there after,1
sports there after the,1
there after the japanese,1
after the japanese occupation,1
the japanese occupation of,1
japanese occupation of cambodia,1
occupation of cambodia during,1
of cambodia during the,1
cambodia during the second,1
during the second world,1
"the second world war,",1
"second world war, it",1
"world war, it gained",1
