word,count
history as,4
the study,11
study of,18
of social,1
"social problems,",1
"problems, like",1
"like poverty,",1
"poverty, disease,",1
"disease, and",1
"and crime,",1
"crime, or",1
or take,1
take a,1
a broader,2
broader perspective,2
perspective by,1
by examining,1
how whole,1
whole societies,1
societies developed,1
developed it,1
is possible,1
possible for,1
for historians,1
historians to,1
to concern,1
concern themselves,1
themselves with,1
with both,2
both the,1
the very,2
very specific,1
specific and,1
"very general,",1
"general, though",1
though the,1
the trend,1
trend has,1
been toward,1
toward specialization,1
specialization for,1
"for example,",5
"example, the",2
the three-age,1
three-age system,1
system divides,1
divides early,1
early human,1
human history,5
history into,2
into stone,1
"stone age,",1
"age, bronze",1
"bronze age,",1
"age, and",1
and iron,2
iron age,3
age based,1
based on,8
the predominant,1
predominant materials,1
materials and,2
and technologies,1
technologies during,1
during these,1
these periods,1
periods donors,1
donors pledged,1
pledged $504,1
$504 million,1
million to,1
country in,5
"in 2004,",3
"2004, while",1
while the,7
development bank,2
bank alone,1
alone has,1
has provided,1
provided $850,1
$850 million,1
million in,4
"in loans,",1
"loans, grants,",1
"grants, and",1
and technical,2
technical assistance',1
assistance' cambodia,1
cambodia signed,1
signed the,1
the un,5
un treaty,1
treaty on,1
the prohibition,1
prohibition of,1
of nuclear,1
nuclear weapons,1
weapons most,1
most sports,1
sports take,1
take place,2
place either,1
either in,2
in teams,1
teams or,3
or competing,1
competing as,1
as individuals2%,1
individuals2% of,1
of women),1
women) like,1
like social,2
"social scientists,",1
"scientists, historians",1
historians formulate,1
"formulate hypotheses,",1
"hypotheses, gather",1
gather objective,1
"objective evidence,",1
"evidence, and",1
and present,1
present arguments,1
arguments based,1
on this,1
this evidence,1
evidence history,1
history further,1
further examines,1
examines the,2
the meaning,3
meaning of,2
of historical,16
historical events,2
events and,3
the underlying,1
underlying human,1
human motives,1
motives driving,1
driving them,1
them legislative,1
legislative powers,1
powers are,1
are shared,1
shared by,1
the executive,2
executive and,1
the bicameral,1
bicameral parliament,1
parliament of,1
of cambodia,38
"cambodia (សភាតំណាងរាស្ត្រ,",1
"(សភាតំណាងរាស្ត្រ, sâphéa",1
sâphéa tâmnang,1
"tâmnang réastrâ),",1
"réastrâ), which",1
which consists,1
consists of,1
of a,26
a lower,1
"lower house,",1
"house, the",2
the national,8
national assembly,7
"assembly (រដ្ឋសភា,",1
"(រដ្ឋសភា, rôdthâsâphéa)",1
rôdthâsâphéa) and,1
and an,2
an upper,1
"upper house,",1
the senate,2
"senate (ព្រឹទ្ធសភា,",1
"(ព្រឹទ្ធសភា, prœ̆tthôsâphéa)",1
prœ̆tthôsâphéa) in,1
the first,12
first half,1
half of,3
"of 2013,",1
"2013, the",1
the garment,4
garment industry,4
industry reported,1
reported exports,1
exports worth,1
worth $1,1
$1 the,1
the directive,1
directive cited,1
cited the,1
the fact,2
fact that,2
"that ""some",1
"""some foreigners",1
foreigners have,1
have used,2
used this,1
this form,1
form of,6
of gambling,2
gambling to,1
to cheat,1
cheat victims,1
victims inside,1
inside and,1
and outside,1
outside the,3
"the country""",1
"country"" as",1
as justifying,1
justifying the,1
the new,6
new policy,2
policy rank,1
rank name,2
name province,2
province pop,2
pop the,1
the english,1
english cambodia,1
cambodia is,16
is an,7
an anglicisation,1
anglicisation of,1
the french,5
"french cambodge,",1
"cambodge, which",1
which in,2
in turn,3
turn is,1
is the,27
french transliteration,1
transliteration of,1
the khmer,26
khmer កម្ពុជា,1
"កម្ពុជា (kâmpŭchéa,",1
"(kâmpŭchéa, pronounced",1
pronounced [kampuciə]),1
[kampuciə]) others,1
others some,1
some branches,2
branches of,2
of history,19
history are,2
are characterized,1
characterized by,2
the methods,1
methods they,1
"they employ,",1
"employ, such",1
such as,35
as quantitative,1
quantitative history,1
history and,1
and digital,2
"digital history,",1
"history, which",1
which rely,1
rely on,7
on quantitative,3
quantitative methods,1
methods and,1
digital media,1
media the,2
the annales,2
annales school,2
school highlights,1
highlights long-term,1
long-term social,1
social and,2
and economic,2
economic trends,1
trends while,1
while relying,1
relying on,3
quantitative and,1
and interdisciplinary,1
interdisciplinary methods,1
methods the,1
the lines,1
lines run,1
run from,2
from the,21
the capital,3
capital to,1
to sihanoukville,1
sihanoukville on,1
the southern,3
southern coast,1
coast in,1
in recent,1
recent years,1
years the,2
the use,5
use of,9
of sport,6
sport to,2
to reduce,1
"reduce crime,",1
"crime, as",1
as well,11
well as,11
as to,3
to prevent,1
prevent violent,1
violent extremism,1
extremism and,1
"and radicalization,",1
"radicalization, has",1
has become,3
become more,1
"more widespread,",1
"widespread, especially",1
especially as,1
a tool,1
tool to,1
to improve,3
"improve self-esteem,",1
"self-esteem, enhance",1
enhance social,1
social bonds,1
bonds and,1
and provide,2
provide participants,1
participants with,1
with a,11
a feeling,1
feeling of,1
of purpose,1
purpose ethnic,1
ethnic groups,2
groups further,1
further information:,4
information: ethnic,1
groups in,1
in cambodia,42
cambodia an,1
an ethnic,1
ethnic map,1
map of,5
cambodia the,8
the vast,2
vast majority,1
majority of,4
of cambodia's,6
cambodia's population,3
population is,3
is of,1
of ethnic,1
ethnic khmer,2
khmer origin,1
origin (95,1
(95 the,1
the education,1
education system,2
system in,1
cambodia continues,1
continues to,2
to face,1
face many,1
"many challenges,",1
"challenges, but",1
but during,1
during the,29
"past years,",1
"years, there",1
there have,1
have been,13
been significant,2
"significant improvements,",1
"improvements, especially",1
especially in,2
in terms,1
terms of,1
of primary,4
primary net,1
net enrolment,1
"enrolment gains,",1
"gains, the",1
the introduction,2
introduction of,3
of program,1
"program based-budgeting,",1
"based-budgeting, and",1
the development,6
development of,8
a policy,2
policy framework,1
framework which,1
which helps,1
helps disadvantaged,1
disadvantaged children,1
children to,1
to gain,3
gain access,1
access to,3
to education,1
education academic,1
academic historians,1
historians have,4
have often,1
often fought,1
fought against,1
against the,3
the politicization,1
politicization of,1
"the textbooks,",1
"textbooks, sometimes",1
sometimes with,1
with success,1
success another,1
another methodological,1
methodological tool,1
tool is,1
the examination,2
examination of,2
"of silences,",1
"silences, gaps",1
gaps or,1
or omissions,1
omissions in,1
the historical,4
historical record,1
record of,1
of events,3
events that,3
that occurred,1
occurred but,2
but did,1
did not,2
not leave,1
leave significant,1
significant evidential,1
evidential traces,1
traces a,1
a related,2
related perspective,1
perspective focuses,1
focuses on,3
on a,5
a general,4
general understanding,1
understanding of,4
the human,4
"human condition,",1
"condition, making",1
making people,1
people aware,1
aware of,2
the diversity,1
diversity of,1
of human,5
human behaviour,1
behaviour across,1
across different,1
different contexts—similar,1
contexts—similar to,1
to what,2
what one,1
one can,1
can learn,1
learn by,1
by visiting,1
visiting foreign,1
foreign countries,1
countries pol,1
pol pot,2
pot was,1
was determined,1
determined to,2
to keep,1
keep his,1
his power,1
power and,1
and disenfranchise,1
disenfranchise any,1
any enemies,1
enemies or,1
or potential,1
"potential threats,",1
"threats, and",1
and thus,1
thus increased,1
increased his,1
his violent,1
violent and,1
and aggressive,1
aggressive actions,1
actions against,1
against his,1
his people,1
people they,1
they and,1
and their,4
their followers,1
followers instituted,1
instituted the,1
the cult,1
cult of,1
the god-king,1
god-king and,1
and began,1
began a,1
of conquests,1
conquests that,1
that formed,1
formed an,1
an empire,1
empire which,1
which flourished,1
flourished in,1
the area,2
area from,1
the 9th,1
9th to,1
the 15th,2
15th centuries,1
centuries a,1
a map,1
of indochina,1
indochina in,1
in 1760,1
1760 the,1
the hill,1
hill tribe,1
tribe people,1
people were,3
"were ""hunted",1
"""hunted incessantly",1
incessantly and,1
and carried,1
carried off,1
off as,1
as slaves,1
slaves by,1
the siamese,1
"siamese (thai),",1
"(thai), the",1
the annamites,1
"annamites (vietnamese),",1
"(vietnamese), and",1
"the cambodians""",1
"cambodians"" others",1
others focus,1
focus on,5
on broad,1
broad territories,1
territories that,1
that encompass,1
encompass entire,1
"entire continents,",1
"continents, like",1
like the,5
the histories,1
histories of,1
"of africa,",1
"africa, asia,",1
"asia, europe,",1
"europe, the",2
"the americas,",1
"americas, and",1
and oceania,1
oceania in,1
"the 2010s,",1
"2010s, the",1
the cambodian,18
cambodian government,2
government and,4
and educational,1
educational system,1
system has,1
has increased,1
increased its,1
its involvement,1
involvement and,2
and co-operation,1
co-operation with,1
both national,1
national and,2
and international,2
international environmental,1
environmental groups,1
groups main,1
main article:,24
article: religion,1
religion in,1
cambodia theravada,1
theravada buddhism,1
buddhism is,3
the official,5
official religion,1
religion of,3
"of cambodia,",4
"cambodia, practised",1
practised by,2
by more,1
more than,5
than 95,1
95 per,1
per cent,5
cent of,4
the population,5
population with,1
with an,4
an estimated,4
"estimated 4,392",1
"4,392 monastery",1
monastery temples,1
temples throughout,1
country the,2
the prime,3
prime minister,14
minister and,1
the ministerial,1
ministerial appointees,1
appointees exercise,1
exercise executive,1
executive power,1
power coedes,1
coedes suggests,1
suggests that,3
that the,14
the kambu,1
kambu swayambhuva,2
swayambhuva legend,1
legend has,1
has its,1
its origins,1
origins in,1
in southern,1
"southern india,",1
"india, as",1
a version,1
version of,1
the kanchi,1
kanchi pallava,1
pallava dynasty,1
dynasty creation,1
creation myth,1
myth the,1
the medieval,1
medieval period,1
period began,1
began with,1
the fall,1
fall of,1
the western,2
western roman,1
roman empire,2
empire in,2
the 5th,1
5th century,1
century ce,2
ce and,2
and was,3
was marked,1
marked by,1
the spread,3
spread of,3
of christianity,1
christianity until,1
until recently,1
recently the,1
the gaa,2
gaa continued,1
continued to,1
to ban,1
ban the,1
the playing,1
playing of,1
of football,1
football and,2
and rugby,2
rugby union,1
union at,1
at gaelic,1
gaelic venuest,1
venuest cambodia,1
is divided,1
divided into,5
into 25,1
25 provinces,1
provinces including,1
including the,2
the autonomous,2
autonomous municipality,2
"municipality thirdly,",1
"thirdly, it",1
it may,3
may refer,1
refer to,5
to why,1
why history,1
history is,17
is produced:,1
produced: the,2
the philosophy,1
philosophy of,1
history bribes,1
bribes are,2
are often,4
often demanded,1
demanded from,1
from companies,1
companies operating,1
operating in,1
cambodia when,1
when obtaining,2
obtaining licences,1
licences and,1
"and permits,",2
"permits, such",1
as construction-related,1
construction-related permits,1
permits archaeological,1
archaeological records,1
records for,1
for the,23
the period,6
period between,1
between the,9
the holocene,1
holocene and,1
age remain,1
remain equally,1
equally limited,1
limited politics,1
politics main,1
main articles:,3
articles: politics,1
politics of,1
cambodia and,6
and list,1
list of,4
of political,1
political parties,1
parties in,1
cambodia government,1
government norodom,1
"norodom sihamoni,",1
"sihamoni, king",1
king of,1
cambodia national,6
national politics,1
politics in,2
cambodia take,1
place within,1
within the,5
the framework,1
framework of,1
the nation's,1
nation's constitution,1
constitution of,3
of 1993,2
1993 operation,1
operation eagle,1
eagle pull,1
pull khmer,1
khmer rouge,17
rouge rebels,1
rebels began,1
began using,1
using him,1
him to,1
gain support,1
support the,1
the cuisine,2
cuisine is,1
is relatively,1
relatively unknown,1
unknown to,1
the world,13
world compared,1
compared to,2
to that,3
that of,5
of its,4
its neighbours,2
neighbours thailand,1
thailand and,4
and vietnam,4
vietnam when,1
when apartheid,1
apartheid was,1
was the,4
official policy,1
policy in,2
in south,3
"south africa,",1
"africa, many",1
many sports,3
"sports people,",1
"people, particularly",1
particularly in,2
in rugby,2
"rugby union,",2
"union, adopted",1
adopted the,1
the conscientious,1
conscientious approach,1
approach that,1
that they,1
they should,1
should not,2
not appear,1
appear in,1
in competitive,2
competitive sports,1
sports there,1
there after,1
after the,8
the japanese,2
japanese occupation,1
occupation of,2
cambodia during,2
the second,3
second world,1
"world war,",1
"war, it",1
it gained,1
gained independence,2
independence in,1
in 1953,1
1953 to,1
the north,4
north the,1
cambodian plain,1
plain abuts,1
abuts a,1
a sandstone,1
"sandstone escarpment,",1
"escarpment, which",1
which forms,1
forms a,1
a southward-facing,1
southward-facing cliff,1
cliff stretching,1
stretching more,1
than 200,1
200 miles,1
miles (320,1
(320 kilometres),1
kilometres) from,1
from west,1
west to,1
to east,1
east and,2
and rising,2
rising abruptly,1
abruptly above,1
above the,1
the plain,1
plain to,1
to heights,1
heights of,1
of 600,1
600 to,1
"to 1,800",1
"1,800 feet",1
feet (180–550,1
(180–550 metres),1
metres) doping,1
doping and,1
and drugs,1
drugs main,1
article: use,1
of performance-enhancing,1
performance-enhancing drugs,1
drugs in,1
in sport,3
sport the,4
the competitive,1
competitive nature,1
sport encourages,1
encourages some,1
some participants,1
participants to,1
to attempt,1
attempt to,1
to enhance,1
enhance their,1
their performance,1
performance through,1
through the,3
"of medicines,",1
"medicines, or",1
or through,1
through other,1
other means,2
means such,1
as increasing,1
increasing the,2
the volume,1
volume of,1
of blood,1
blood in,1
in their,4
their bodies,1
bodies through,1
through artificial,1
artificial means,1
means the,1
cambodian education,1
system is,1
is heavily,1
"heavily decentralised,",1
"decentralised, with",1
with three,1
three levels,1
levels of,1
"of government,",1
"government, central,",1
"central, provincial,",1
"provincial, and",1
and district,1
district –,1
– responsible,1
responsible for,6
its management,1
management the,1
the dry,4
dry season,3
season lasts,1
lasts from,2
from november,2
november to,2
to april,2
april when,1
when temperatures,1
temperatures can,1
can rise,1
rise up,1
up to,5
to 40,1
40 °c,1
°c (104,1
(104 °f),1
°f) around,1
around april,1
april fair,1
fair play,1
play sportsmanship,1
sportsmanship main,1
article: sportsmanship,1
sportsmanship see,1
see also:,10
"also: gamesmanship,",1
"gamesmanship, winning",1
winning isn't,1
isn't everything;,1
everything; it's,1
it's the,1
the only,2
"only thing,",1
"thing, and",1
and moral,1
moral development,1
development sportsmanship,1
sportsmanship is,1
an attitude,1
attitude that,1
that strives,1
strives for,1
for fair,1
"fair play,",3
"play, courtesy",1
courtesy toward,1
toward teammates,1
teammates and,1
"and opponents,",1
"opponents, ethical",1
ethical behaviour,1
behaviour and,1
"and integrity,",1
"integrity, and",1
and grace,1
grace in,1
in victory,1
victory or,1
or defeat,1
defeat the,1
the institute,1
institute of,2
of foreign,3
foreign languages,1
languages of,1
the royal,6
royal university,1
university of,2
of phnom,2
penh the,2
the 2019,1
2019 cambodian,1
cambodian census,1
census estimated,1
estimated that,2
that 88,1
88 sport,1
sport was,1
was an,3
an important,5
important form,1
of worship,1
worship in,2
in ancient,4
ancient greek,2
greek religion,1
religion with,1
with assistance,1
assistance from,1
from other,2
"other countries,",1
"countries, cambodia",1
cambodia has,10
been upgrading,1
upgrading the,1
the main,8
main highways,1
highways to,1
to international,2
international standards,1
standards and,1
and most,3
most are,1
are vastly,1
vastly improved,1
improved from,1
from 2006,1
2006 the,1
the narratives,1
narratives presented,1
presented in,1
in them,1
them can,1
can change,1
change as,1
as historians,2
historians discover,1
discover new,1
new evidence,1
evidence or,1
or reinterpret,1
reinterpret already-known,1
already-known sources,1
sources flowing,1
flowing south,1
south through,1
through cambodia's,1
cambodia's eastern,1
eastern regions,1
regions is,1
the mekong,10
mekong river,5
river history,1
history contrasts,1
contrasts with,1
"with pseudohistory,",1
"pseudohistory, which",1
which deviates,1
deviates from,1
from historiographical,1
historiographical standards,1
standards by,1
by relying,1
on disputed,1
disputed historical,1
"historical evidence,",1
"evidence, selectively",1
selectively ignoring,1
ignoring genuine,1
"genuine evidence,",1
"evidence, or",2
or using,1
using other,1
means to,2
to distort,1
distort the,1
historical record[h],1
record[h] constructing,1
constructing this,1
this broader,1
perspective is,1
is crucial,1
crucial for,1
for a,9
a comprehensive,1
comprehensive understanding,1
the topic,2
topic as,1
a whole,1
whole bias,1
bias in,1
in school,2
school teaching,1
teaching history,1
history books,1
books in,1
in a,17
a bookstore,1
bookstore in,1
in several,2
"several countries,",1
"countries, history",2
history textbooks,2
textbooks are,2
are tools,1
tools to,1
to foster,1
foster nationalism,1
nationalism and,1
"and patriotism,",1
"patriotism, and",1
and give,1
give students,2
students the,1
official narrative,1
narrative about,1
about national,1
national enemies,1
enemies a,1
a yai,1
yai can,1
be performed,1
performed solo,1
solo or,1
or by,2
by a,11
a man,2
man and,2
and woman,1
woman and,1
and is,9
is often,7
often comedic,1
comedic in,1
in nature5,1
nature5 per,1
cent the,1
the constitution,2
cambodia promulgates,1
promulgates free,1
free compulsory,1
compulsory education,1
education for,1
for nine,1
"nine years,",1
"years, guaranteeing",1
guaranteeing the,1
the universal,1
universal right,1
right to,1
to basic,1
basic quality,1
quality education,1
education social,1
a broad,2
broad field,1
field investigating,1
investigating social,1
"social phenomena,",1
"phenomena, but",1
but its,1
its precise,1
precise definition,2
definition is,1
is disputed,1
disputed by,2
by period,1
period chronological,1
chronological division,1
division is,1
a common,3
common approach,1
approach to,2
to organizing,1
organizing the,1
vast expanse,1
expanse of,1
into more,1
more manageable,1
manageable segments,1
segments they,1
they are,2
are descended,2
descended from,2
from neolithic,1
neolithic migrations,1
migrations of,1
of mon–khmer,1
mon–khmer speakers,1
speakers via,1
via southern,1
southern china,1
china and,1
and austronesian,1
austronesian speakers,1
speakers from,1
from insular,1
insular southeast,1
southeast asia,3
asia some,1
branches focus,1
a specific,5
specific time,2
time period,1
period all,1
all events,1
that are,4
are remembered,1
remembered and,1
and preserved,1
preserved in,1
in some,5
some authentic,1
authentic form,1
form constitute,1
constitute the,1
historical record94%,1
record94% national,1
national institute,1
of statistics:,1
statistics: general,1
general population,1
population census,1
census of,1
the kingdom,7
kingdom of,8
"cambodia 2019,",1
"2019, chapter",1
"chapter 2,",1
"2, p[c]",1
p[c] it,1
is controversial,1
controversial whether,1
a social,2
social science,1
science or,1
or forms,1
forms part,1
part of,12
the humanities,2
humanities cheating,1
cheating this,1
this section,2
section does,1
does not,2
not cite,1
cite any,1
any sources,1
sources the,1
the king,2
king urged,1
urged his,1
his followers,1
followers to,1
to help,3
help in,1
in overthrowing,1
overthrowing this,1
"this government,",1
"government, hastening",1
hastening the,1
the onset,1
onset of,1
of civil,1
civil war,3
war it,1
it forced,1
forced aspiring,1
aspiring young,1
young scholars,1
scholars to,1
to teach,2
teach at,1
at outlying,1
"outlying schools,",1
"schools, such",1
as manchester,1
"manchester university,",1
"university, where",1
where thomas,1
thomas frederick,1
frederick tout,1
tout was,1
was professionalizing,1
professionalizing the,1
the history,9
history undergraduate,1
undergraduate programme,1
programme by,1
by introducing,2
introducing the,1
of original,1
original sources,1
sources and,2
and requiring,1
requiring the,1
the writing,1
writing of,2
a thesis,1
thesis the,1
the cham,4
cham in,2
cambodia number,1
number under,1
under a,2
a million,1
million and,2
and often,3
often maintain,1
maintain separate,1
separate villages,1
villages in,1
the southeast,1
southeast of,1
country sources,1
and source,1
source criticism,2
criticism to,1
to answer,2
answer research,1
"research questions,",1
"questions, historians",1
historians rely,2
on various,2
various types,1
types of,1
of evidence,3
evidence to,3
to reconstruct,1
reconstruct the,1
past and,1
and support,1
support their,1
their conclusions,1
"conclusions instead,",1
"instead, norodom",1
"norodom sihanouk,",2
"sihanouk, a",1
a maternal,1
maternal grandson,1
grandson of,1
of king,2
king sisowath,1
sisowath was,1
was enthroned,2
enthroned in,2
the following,5
"following millennia,",1
"millennia, all",1
all major,1
major world,1
world religions,1
religions and,1
and several,2
several influential,1
influential philosophical,1
philosophical traditions,1
traditions were,1
were conceived,1
conceived and,1
"and spread,",1
"spread, such",1
"as hinduism,",1
"hinduism, buddhism,",1
"buddhism, confucianism,",1
"confucianism, taoism,",1
"taoism, christianity,",1
"christianity, and",2
and islam,1
islam unlike,1
unlike most,1
most other,1
"other branches,",1
"branches, oral",1
oral history,1
history relies,1
relies on,1
on oral,1
oral reports,1
reports rather,1
rather than,5
than written,1
written documents,4
documents simultaneous,1
simultaneous attacks,1
attacks around,1
around the,3
the perimeter,1
perimeter of,1
penh pinned,1
pinned down,1
down republican,1
"republican forces,",1
"forces, while",1
while other,3
other cpk,1
cpk units,1
units overran,2
overran fire,1
fire bases,1
bases controlling,1
controlling the,1
the vital,1
vital lower,1
lower mekong,2
mekong resupply,1
resupply route,1
route records,1
records of,1
of performance,1
performance are,1
"often kept,",1
"kept, and",1
and for,2
for popular,2
"popular sports,",1
"sports, this",1
this information,1
information may,1
may be,6
be widely,1
widely announced,1
announced or,1
or reported,1
reported in,1
sport news,1
"news 'inquiry,",1
"'inquiry, knowledge",1
knowledge from,1
"from inquiry,",1
"inquiry, or",1
or judge'),1
judge') if,1
if enough,1
enough data,1
data is,1
"is available,",1
"available, they",1
they rely,1
"quantitative methods,",1
"methods, like",1
like statistical,1
statistical analysis,2
analysis often,1
often motivated,1
motivated by,1
by specific,1
specific ideological,1
"ideological agendas,",1
"agendas, pseudohistorians",1
pseudohistorians mimic,1
mimic historical,1
historical methodology,1
methodology to,1
to promote,5
promote misleading,1
misleading narratives,1
narratives that,2
that lack,1
lack rigorous,1
rigorous analysis,1
analysis and,1
and scholarly,1
scholarly consensus,1
consensus these,1
these trends,2
trends are,1
are seen,2
seen by,2
by many,2
many as,1
as contrary,1
contrary to,1
the fundamental,1
fundamental ethos,1
ethos of,1
sport being,2
being carried,1
carried on,2
on for,1
its own,3
own sake,2
sake and,1
the enjoyment,1
enjoyment of,1
its participants,1
participants trains,1
trains are,1
are again,1
again running,1
running to,1
to and,1
and from,2
cambodian capital,1
capital and,2
and popular,3
popular destinations,1
destinations in,1
the south,3
south the,1
the environmental,1
environmental degradation,1
degradation also,1
also includes,1
includes national,1
national parks,1
parks and,1
and wildlife,1
wildlife sanctuaries,1
sanctuaries on,1
a large,2
large scale,2
scale and,1
and many,2
many endangered,1
endangered and,1
and endemic,1
endemic species,1
species are,1
are now,4
now threatened,1
threatened with,1
with extinction,1
extinction due,1
due to,5
to loss,1
loss of,2
of habitats,1
habitats sports,1
sports engineering,1
engineering emerged,1
emerged as,1
a discipline,1
discipline in,2
in 1998,2
1998 with,1
an increasing,1
increasing focus,1
focus not,1
not just,1
just on,1
on materials,1
materials design,1
design but,1
also the,2
of technology,2
technology in,1
"in sport,",1
"sport, from",1
from analytics,1
analytics and,1
and big,1
big data,1
data to,1
to wearable,1
wearable technology,1
technology it,1
it came,1
came to,1
to an,3
an end,4
end because,1
because of,4
the devastating,1
devastating effects,1
effects of,2
of two,1
two world,2
world wars,2
wars certain,1
certain branches,1
are distinguished,1
distinguished by,1
by their,1
their theoretical,1
"theoretical outlook,",1
"outlook, such",1
as marxist,1
marxist and,1
and feminist,1
feminist history,1
history examples,1
examples of,2
of areas,1
areas where,1
where cambodians,1
cambodians encounter,1
encounter corrupt,1
corrupt practices,1
practices in,1
their everyday,1
everyday lives,1
lives include,1
include obtaining,1
obtaining medical,1
"medical services,",1
"services, dealing",1
dealing with,1
with alleged,1
alleged traffic,1
"traffic violations,",1
"violations, and",1
and pursuing,1
pursuing fair,1
fair court,1
court verdicts,1
verdicts their,1
their works,1
works continue,1
